scenario_id,claim_family,truth_state,effect_size,raw_n,effective_n,cluster_count,family_count,models_per_family,family_correlation,family_imbalance,ability_spread,benchmark_count,measurement_noise,multiplicity,materiality,split,seed,generator_version,bootstrap_stability,external_validated,held_out,direction_consistent,transport_reversal,adversarial_case
POLICY_DEVELOPMENT-THRESHOLD_PASS-820316,THRESHOLD_PASS,SUPPORTED,0.025,500,12,2,10,3,0.45,0.5,0.03,1,0.18,12,0.01,POLICY_DEVELOPMENT,820316,gaussian_mixture_v1.2,0.8,False,True,True,False,ONE_DOMINANT_FAMILY
POLICY_DEVELOPMENT-THRESHOLD_PASS-820317,THRESHOLD_PASS,SUPPORTED,0.06,10000,12,8,10,3,0.45,0.5,0.03,3,0.18,12,0.01,POLICY_DEVELOPMENT,820317,gaussian_mixture_v1.3,0.85,True,True,True,False,TRANSPORT_REVERSAL
POLICY_DEVELOPMENT-THRESHOLD_PASS-820318,THRESHOLD_PASS,NULL,0.0,1000000,36,8,10,3,0.85,0.5,0.03,3,0.18,40,0.01,POLICY_DEVELOPMENT,820318,gaussian_mixture_v1.1,0.9,True,True,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_DEVELOPMENT-THRESHOLD_PASS-820319,THRESHOLD_PASS,SUPPORTED,0.025,500,36,8,10,3,0.85,0.5,0.03,3,0.18,40,0.01,POLICY_DEVELOPMENT,820319,gaussian_mixture_v1.2,0.95,True,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_DEVELOPMENT-THRESHOLD_PASS-820320,THRESHOLD_PASS,SUPPORTED,0.06,10000,36,8,2,3,0.05,0.5,0.03,3,0.18,40,0.01,POLICY_DEVELOPMENT,820320,gaussian_mixture_v1.3,0.6,False,False,True,False,NEARLY_TIED_TOP_K
POLICY_DEVELOPMENT-THRESHOLD_PASS-820321,THRESHOLD_PASS,NULL,0.0,1000000,96,8,2,3,0.05,0.5,0.03,3,0.18,40,0.01,POLICY_DEVELOPMENT,820321,gaussian_mixture_v1.1,0.65,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_DEVELOPMENT-THRESHOLD_PASS-820322,THRESHOLD_PASS,SUPPORTED,0.025,500,96,8,2,3,0.45,0.5,0.03,3,0.18,40,0.01,POLICY_DEVELOPMENT,820322,gaussian_mixture_v1.2,0.7,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_DEVELOPMENT-THRESHOLD_PASS-820323,THRESHOLD_PASS,SUPPORTED,0.06,10000,96,8,2,3,0.45,0.5,0.03,3,0.18,40,0.01,POLICY_DEVELOPMENT,820323,gaussian_mixture_v1.3,0.75,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_DEVELOPMENT-THRESHOLD_PASS-820324,THRESHOLD_PASS,NULL,0.0,1000000,12,24,2,3,0.85,0.5,0.03,3,0.18,40,0.01,POLICY_DEVELOPMENT,820324,gaussian_mixture_v1.1,0.8,False,True,False,False,EXTREME_FAMILY_IMBALANCE
POLICY_DEVELOPMENT-THRESHOLD_PASS-820325,THRESHOLD_PASS,SUPPORTED,0.025,500,12,24,4,8,0.85,0.5,0.03,3,0.18,40,0.01,POLICY_DEVELOPMENT,820325,gaussian_mixture_v1.2,0.85,True,False,True,False,ONE_DOMINANT_FAMILY
POLICY_DEVELOPMENT-THRESHOLD_PASS-820326,THRESHOLD_PASS,SUPPORTED,0.06,10000,12,24,4,8,0.05,0.5,0.03,3,0.18,40,0.01,POLICY_DEVELOPMENT,820326,gaussian_mixture_v1.3,0.9,True,True,True,False,TRANSPORT_REVERSAL
POLICY_DEVELOPMENT-THRESHOLD_PASS-820327,THRESHOLD_PASS,NULL,0.0,1000000,36,24,4,8,0.05,0.5,0.03,3,0.08,40,0.01,POLICY_DEVELOPMENT,820327,gaussian_mixture_v1.1,0.95,True,True,True,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_DEVELOPMENT-THRESHOLD_PASS-820328,THRESHOLD_PASS,SUPPORTED,0.025,500,36,24,4,8,0.45,0.5,0.03,5,0.08,40,0.01,POLICY_DEVELOPMENT,820328,gaussian_mixture_v1.2,0.6,False,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_DEVELOPMENT-THRESHOLD_PASS-820329,THRESHOLD_PASS,SUPPORTED,0.06,10000,36,24,4,8,0.45,0.5,0.03,5,0.08,40,0.01,POLICY_DEVELOPMENT,820329,gaussian_mixture_v1.3,0.65,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_DEVELOPMENT-THRESHOLD_PASS-820330,THRESHOLD_PASS,NULL,0.0,1000000,96,24,6,8,0.85,0.5,0.03,5,0.08,40,0.01,POLICY_DEVELOPMENT,820330,gaussian_mixture_v1.1,0.7,True,False,False,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_DEVELOPMENT-THRESHOLD_PASS-820331,THRESHOLD_PASS,SUPPORTED,0.025,500,96,60,6,8,0.85,0.5,0.03,5,0.08,1,0.01,POLICY_DEVELOPMENT,820331,gaussian_mixture_v1.2,0.75,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_DEVELOPMENT-THRESHOLD_PASS-820332,THRESHOLD_PASS,SUPPORTED,0.06,10000,96,60,6,8,0.05,0.5,0.1,5,0.08,1,0.01,POLICY_DEVELOPMENT,820332,gaussian_mixture_v1.3,0.8,False,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_DEVELOPMENT-THRESHOLD_PASS-820333,THRESHOLD_PASS,NULL,0.0,1000000,12,60,6,8,0.05,0.5,0.1,5,0.08,1,0.01,POLICY_DEVELOPMENT,820333,gaussian_mixture_v1.1,0.85,True,True,True,False,EXTREME_FAMILY_IMBALANCE
POLICY_DEVELOPMENT-THRESHOLD_PASS-820334,THRESHOLD_PASS,SUPPORTED,0.025,500,12,60,6,8,0.45,0.5,0.1,5,0.08,1,0.01,POLICY_DEVELOPMENT,820334,gaussian_mixture_v1.2,0.9,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_DEVELOPMENT-THRESHOLD_PASS-820335,THRESHOLD_PASS,SUPPORTED,0.06,10000,12,60,10,8,0.45,0.9,0.1,5,0.08,1,0.01,POLICY_DEVELOPMENT,820335,gaussian_mixture_v1.3,0.95,True,False,True,False,TRANSPORT_REVERSAL
POLICY_DEVELOPMENT-THRESHOLD_PASS-820336,THRESHOLD_PASS,NULL,0.0,1000000,36,60,10,8,0.85,0.9,0.1,5,0.08,1,0.01,POLICY_DEVELOPMENT,820336,gaussian_mixture_v1.1,0.6,False,True,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_DEVELOPMENT-THRESHOLD_PASS-820337,THRESHOLD_PASS,SUPPORTED,0.025,500,36,60,10,8,0.85,0.9,0.1,5,0.08,1,0.01,POLICY_DEVELOPMENT,820337,gaussian_mixture_v1.2,0.65,True,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_DEVELOPMENT-THRESHOLD_PASS-820338,THRESHOLD_PASS,SUPPORTED,0.06,10000,36,2,10,8,0.05,0.9,0.1,5,0.08,1,0.01,POLICY_DEVELOPMENT,820338,gaussian_mixture_v1.3,0.7,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_DEVELOPMENT-THRESHOLD_PASS-820339,THRESHOLD_PASS,NULL,0.0,1000000,96,2,10,8,0.05,0.9,0.1,1,0.08,1,0.01,POLICY_DEVELOPMENT,820339,gaussian_mixture_v1.1,0.75,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_DEVELOPMENT-THRESHOLD_PASS-820340,THRESHOLD_PASS,SUPPORTED,0.025,500,96,2,2,8,0.45,0.9,0.1,1,0.08,1,0.01,POLICY_DEVELOPMENT,820340,gaussian_mixture_v1.2,0.8,False,False,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_DEVELOPMENT-THRESHOLD_PASS-820341,THRESHOLD_PASS,SUPPORTED,0.06,10000,96,2,2,8,0.45,0.9,0.1,1,0.08,1,0.01,POLICY_DEVELOPMENT,820341,gaussian_mixture_v1.3,0.85,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_DEVELOPMENT-THRESHOLD_PASS-820342,THRESHOLD_PASS,NULL,0.0,1000000,12,2,2,1,0.85,0.9,0.1,1,0.08,1,0.01,POLICY_DEVELOPMENT,820342,gaussian_mixture_v1.1,0.9,True,True,False,False,EXTREME_FAMILY_IMBALANCE
POLICY_DEVELOPMENT-THRESHOLD_PASS-820343,THRESHOLD_PASS,SUPPORTED,0.025,500,12,2,2,1,0.85,0.9,0.1,1,0.08,1,0.01,POLICY_DEVELOPMENT,820343,gaussian_mixture_v1.2,0.95,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_DEVELOPMENT-THRESHOLD_PASS-820344,THRESHOLD_PASS,SUPPORTED,0.06,10000,12,2,2,1,0.05,0.9,0.1,1,0.08,12,0.01,POLICY_DEVELOPMENT,820344,gaussian_mixture_v1.3,0.6,False,True,True,False,TRANSPORT_REVERSAL
POLICY_DEVELOPMENT-THRESHOLD_PASS-820345,THRESHOLD_PASS,NULL,0.0,1000000,36,8,4,1,0.05,0.9,0.1,1,0.08,12,0.01,POLICY_DEVELOPMENT,820345,gaussian_mixture_v1.1,0.65,True,False,True,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_DEVELOPMENT-THRESHOLD_PASS-820346,THRESHOLD_PASS,SUPPORTED,0.025,500,36,8,4,1,0.45,0.9,0.1,1,0.08,12,0.01,POLICY_DEVELOPMENT,820346,gaussian_mixture_v1.2,0.7,True,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_DEVELOPMENT-THRESHOLD_PASS-820347,THRESHOLD_PASS,SUPPORTED,0.06,10000,36,8,4,1,0.45,0.9,0.1,1,0.08,12,0.01,POLICY_DEVELOPMENT,820347,gaussian_mixture_v1.3,0.75,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_DEVELOPMENT-THRESHOLD_PASS-820348,THRESHOLD_PASS,NULL,0.0,1000000,96,8,4,1,0.85,0.9,0.1,1,0.08,12,0.01,POLICY_DEVELOPMENT,820348,gaussian_mixture_v1.1,0.8,False,True,False,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_DEVELOPMENT-THRESHOLD_PASS-820349,THRESHOLD_PASS,SUPPORTED,0.025,500,96,8,4,1,0.85,0.9,0.1,1,0.08,12,0.01,POLICY_DEVELOPMENT,820349,gaussian_mixture_v1.2,0.85,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_DEVELOPMENT-THRESHOLD_PASS-820350,THRESHOLD_PASS,SUPPORTED,0.06,10000,96,8,6,1,0.05,0.9,0.1,3,0.08,12,0.01,POLICY_DEVELOPMENT,820350,gaussian_mixture_v1.3,0.9,True,False,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_DEVELOPMENT-THRESHOLD_PASS-820351,THRESHOLD_PASS,NULL,0.0,1000000,12,8,6,1,0.05,0.9,0.1,3,0.08,12,0.01,POLICY_DEVELOPMENT,820351,gaussian_mixture_v1.1,0.95,True,True,True,False,EXTREME_FAMILY_IMBALANCE
POLICY_DEVELOPMENT-THRESHOLD_PASS-820352,THRESHOLD_PASS,SUPPORTED,0.025,500,12,24,6,1,0.45,0.9,0.1,3,0.08,12,0.01,POLICY_DEVELOPMENT,820352,gaussian_mixture_v1.2,0.6,False,True,True,False,ONE_DOMINANT_FAMILY
POLICY_DEVELOPMENT-THRESHOLD_PASS-820353,THRESHOLD_PASS,SUPPORTED,0.06,10000,12,24,6,1,0.45,0.9,0.1,3,0.08,12,0.01,POLICY_DEVELOPMENT,820353,gaussian_mixture_v1.3,0.65,True,True,True,False,TRANSPORT_REVERSAL
POLICY_DEVELOPMENT-THRESHOLD_PASS-820354,THRESHOLD_PASS,NULL,0.0,1000000,36,24,6,1,0.85,0.0,0.1,3,0.08,12,0.01,POLICY_DEVELOPMENT,820354,gaussian_mixture_v1.1,0.7,True,True,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_DEVELOPMENT-THRESHOLD_PASS-820355,THRESHOLD_PASS,SUPPORTED,0.025,500,36,24,10,1,0.85,0.0,0.25,3,0.08,12,0.01,POLICY_DEVELOPMENT,820355,gaussian_mixture_v1.2,0.75,True,False,True,False,VERY_HIGH_MULTIPLICITY
POLICY_DEVELOPMENT-THRESHOLD_PASS-820356,THRESHOLD_PASS,SUPPORTED,0.06,10000,36,24,10,1,0.05,0.0,0.25,3,0.12,12,0.01,POLICY_DEVELOPMENT,820356,gaussian_mixture_v1.3,0.8,False,True,True,False,NEARLY_TIED_TOP_K
POLICY_DEVELOPMENT-THRESHOLD_PASS-820357,THRESHOLD_PASS,NULL,0.0,1000000,96,24,10,1,0.05,0.0,0.25,3,0.12,40,0.01,POLICY_DEVELOPMENT,820357,gaussian_mixture_v1.1,0.85,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_DEVELOPMENT-THRESHOLD_PASS-820358,THRESHOLD_PASS,SUPPORTED,0.025,500,96,24,10,1,0.45,0.0,0.25,3,0.12,40,0.01,POLICY_DEVELOPMENT,820358,gaussian_mixture_v1.2,0.9,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_DEVELOPMENT-THRESHOLD_PASS-820359,THRESHOLD_PASS,SUPPORTED,0.06,10000,96,60,10,3,0.45,0.0,0.25,3,0.12,40,0.01,POLICY_DEVELOPMENT,820359,gaussian_mixture_v1.3,0.95,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820360,ITEM_DIAGNOSTICS,NULL,0.0,500,12,60,2,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820360,gaussian_mixture_v1.1,0.6,False,False,False,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820361,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,12,60,2,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820361,gaussian_mixture_v1.2,0.65,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820362,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,12,60,2,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820362,gaussian_mixture_v1.3,0.7,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820363,ITEM_DIAGNOSTICS,NULL,0.0,500,36,60,2,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820363,gaussian_mixture_v1.1,0.75,True,True,True,False,EXTREME_FAMILY_IMBALANCE
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820364,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,36,60,2,1,0.85,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820364,gaussian_mixture_v1.2,0.8,False,True,True,False,ONE_DOMINANT_FAMILY
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820365,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,36,60,4,1,0.85,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820365,gaussian_mixture_v1.3,0.85,True,False,True,False,TRANSPORT_REVERSAL
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820366,ITEM_DIAGNOSTICS,NULL,0.0,500,96,60,4,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820366,gaussian_mixture_v1.1,0.9,True,True,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820367,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,96,2,4,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820367,gaussian_mixture_v1.2,0.95,True,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820368,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,96,2,4,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820368,gaussian_mixture_v1.3,0.6,False,True,True,False,NEARLY_TIED_TOP_K
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820369,ITEM_DIAGNOSTICS,NULL,0.0,500,12,2,4,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820369,gaussian_mixture_v1.1,0.65,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820370,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,12,2,6,1,0.85,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820370,gaussian_mixture_v1.2,0.7,True,False,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820371,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,12,2,6,1,0.85,0.0,0.03,3,0.08,1,0.01,POLICY_DEVELOPMENT,820371,gaussian_mixture_v1.3,0.75,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820372,ITEM_DIAGNOSTICS,NULL,0.0,500,36,2,6,1,0.05,0.0,0.03,3,0.08,1,0.01,POLICY_DEVELOPMENT,820372,gaussian_mixture_v1.1,0.8,False,True,False,False,EXTREME_FAMILY_IMBALANCE
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820373,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,36,2,6,1,0.05,0.0,0.03,3,0.08,12,0.01,POLICY_DEVELOPMENT,820373,gaussian_mixture_v1.2,0.85,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820374,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,36,8,6,1,0.45,0.0,0.03,3,0.08,12,0.01,POLICY_DEVELOPMENT,820374,gaussian_mixture_v1.3,0.9,True,True,True,False,TRANSPORT_REVERSAL
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820375,ITEM_DIAGNOSTICS,NULL,0.0,500,96,8,10,1,0.45,0.0,0.03,3,0.08,12,0.01,POLICY_DEVELOPMENT,820375,gaussian_mixture_v1.1,0.95,True,False,True,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820376,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,96,8,10,1,0.85,0.0,0.03,3,0.08,12,0.01,POLICY_DEVELOPMENT,820376,gaussian_mixture_v1.2,0.6,False,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820377,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,96,8,10,3,0.85,0.0,0.03,3,0.08,12,0.01,POLICY_DEVELOPMENT,820377,gaussian_mixture_v1.3,0.65,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820378,ITEM_DIAGNOSTICS,NULL,0.0,500,12,8,10,3,0.05,0.0,0.03,3,0.08,12,0.01,POLICY_DEVELOPMENT,820378,gaussian_mixture_v1.1,0.7,True,True,False,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820379,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,12,8,10,3,0.05,0.5,0.03,3,0.08,12,0.01,POLICY_DEVELOPMENT,820379,gaussian_mixture_v1.2,0.75,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820380,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,12,8,2,3,0.45,0.5,0.03,3,0.08,12,0.01,POLICY_DEVELOPMENT,820380,gaussian_mixture_v1.3,0.8,False,False,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820381,ITEM_DIAGNOSTICS,NULL,0.0,500,36,24,2,3,0.45,0.5,0.03,3,0.08,12,0.01,POLICY_DEVELOPMENT,820381,gaussian_mixture_v1.1,0.85,True,True,True,False,EXTREME_FAMILY_IMBALANCE
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820382,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,36,24,2,3,0.85,0.5,0.03,5,0.08,12,0.01,POLICY_DEVELOPMENT,820382,gaussian_mixture_v1.2,0.9,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820383,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,36,24,2,3,0.85,0.5,0.1,5,0.08,12,0.01,POLICY_DEVELOPMENT,820383,gaussian_mixture_v1.3,0.95,True,True,True,False,TRANSPORT_REVERSAL
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820384,ITEM_DIAGNOSTICS,NULL,0.0,500,96,24,2,3,0.05,0.5,0.1,5,0.08,12,0.01,POLICY_DEVELOPMENT,820384,gaussian_mixture_v1.1,0.6,False,True,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820385,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,96,24,4,3,0.05,0.5,0.1,5,0.08,12,0.01,POLICY_DEVELOPMENT,820385,gaussian_mixture_v1.2,0.65,True,False,True,False,VERY_HIGH_MULTIPLICITY
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820386,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,96,24,4,3,0.45,0.5,0.1,5,0.08,40,0.01,POLICY_DEVELOPMENT,820386,gaussian_mixture_v1.3,0.7,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820387,ITEM_DIAGNOSTICS,NULL,0.0,500,12,24,4,3,0.45,0.5,0.1,5,0.08,40,0.01,POLICY_DEVELOPMENT,820387,gaussian_mixture_v1.1,0.75,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820388,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,12,60,4,3,0.85,0.5,0.1,5,0.08,40,0.01,POLICY_DEVELOPMENT,820388,gaussian_mixture_v1.2,0.8,False,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820389,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,12,60,4,3,0.85,0.5,0.1,5,0.12,40,0.01,POLICY_DEVELOPMENT,820389,gaussian_mixture_v1.3,0.85,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820390,ITEM_DIAGNOSTICS,NULL,0.0,500,36,60,6,3,0.05,0.5,0.1,5,0.12,40,0.01,POLICY_DEVELOPMENT,820390,gaussian_mixture_v1.1,0.9,True,False,False,False,EXTREME_FAMILY_IMBALANCE
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820391,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,36,60,6,3,0.05,0.5,0.1,5,0.12,40,0.01,POLICY_DEVELOPMENT,820391,gaussian_mixture_v1.2,0.95,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820392,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,36,60,6,3,0.45,0.5,0.1,5,0.12,40,0.01,POLICY_DEVELOPMENT,820392,gaussian_mixture_v1.3,0.6,False,True,True,False,TRANSPORT_REVERSAL
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820393,ITEM_DIAGNOSTICS,NULL,0.0,500,96,60,6,3,0.45,0.5,0.1,1,0.12,40,0.01,POLICY_DEVELOPMENT,820393,gaussian_mixture_v1.1,0.65,True,True,True,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820394,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,96,60,6,8,0.85,0.5,0.1,1,0.12,40,0.01,POLICY_DEVELOPMENT,820394,gaussian_mixture_v1.2,0.7,True,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820395,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,96,2,10,8,0.85,0.5,0.1,1,0.12,40,0.01,POLICY_DEVELOPMENT,820395,gaussian_mixture_v1.3,0.75,True,False,True,False,NEARLY_TIED_TOP_K
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820396,ITEM_DIAGNOSTICS,NULL,0.0,500,12,2,10,8,0.05,0.5,0.1,1,0.12,40,0.01,POLICY_DEVELOPMENT,820396,gaussian_mixture_v1.1,0.8,False,True,False,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820397,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,12,2,10,8,0.05,0.5,0.1,1,0.12,40,0.01,POLICY_DEVELOPMENT,820397,gaussian_mixture_v1.2,0.85,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820398,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,12,2,10,8,0.45,0.9,0.1,1,0.12,40,0.01,POLICY_DEVELOPMENT,820398,gaussian_mixture_v1.3,0.9,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820399,ITEM_DIAGNOSTICS,NULL,0.0,500,36,2,10,8,0.45,0.9,0.1,1,0.12,1,0.01,POLICY_DEVELOPMENT,820399,gaussian_mixture_v1.1,0.95,True,True,True,False,EXTREME_FAMILY_IMBALANCE
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820400,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,36,2,2,8,0.85,0.9,0.1,1,0.12,1,0.01,POLICY_DEVELOPMENT,820400,gaussian_mixture_v1.2,0.6,False,False,True,False,ONE_DOMINANT_FAMILY
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820401,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,36,2,2,8,0.85,0.9,0.1,1,0.12,1,0.01,POLICY_DEVELOPMENT,820401,gaussian_mixture_v1.3,0.65,True,True,True,False,TRANSPORT_REVERSAL
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820402,ITEM_DIAGNOSTICS,NULL,0.0,500,96,8,2,8,0.05,0.9,0.1,1,0.12,1,0.01,POLICY_DEVELOPMENT,820402,gaussian_mixture_v1.1,0.7,True,True,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820403,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,96,8,2,8,0.05,0.9,0.1,1,0.12,1,0.01,POLICY_DEVELOPMENT,820403,gaussian_mixture_v1.2,0.75,True,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820404,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,96,8,2,8,0.45,0.9,0.1,3,0.12,1,0.01,POLICY_DEVELOPMENT,820404,gaussian_mixture_v1.3,0.8,False,True,True,False,NEARLY_TIED_TOP_K
