,abstract_algebra,anatomy,astronomy,business_ethics,clinical_knowledge,college_biology,college_chemistry,college_computer_science,college_mathematics,college_medicine,college_physics,computer_security,conceptual_physics,econometrics,electrical_engineering,elementary_mathematics,formal_logic,global_facts,high_school_biology,high_school_chemistry,high_school_computer_science,high_school_european_history,high_school_geography,high_school_government_and_politics,high_school_macroeconomics,high_school_mathematics,high_school_microeconomics,high_school_physics,high_school_psychology,high_school_statistics,high_school_us_history,high_school_world_history,human_aging,human_sexuality,international_law,jurisprudence,logical_fallacies,machine_learning,management,marketing,medical_genetics,miscellaneous,moral_disputes,moral_scenarios,nutrition,philosophy,prehistory,professional_accounting,professional_law,professional_medicine,professional_psychology,public_relations,security_studies,sociology,us_foreign_policy,virology,world_religions
high_school_mathematics,0.7138333006136279,0.620831791559706,0.6561983360271286,0.7347789969740091,0.6662150072249545,0.6034198575968939,0.6337202327318001,0.6557474954819612,0.6835399333615924,0.6735073234845977,0.7229414224215684,0.5713802861326578,0.6942934782608696,0.6480272556014772,0.7207111223353803,0.7394850769147514,0.6299325558173422,0.5950891601398819,0.669855542105948,0.659864556309743,0.6434131718772375,0.7023643420869886,0.6488890286591713,0.5942945617794668,0.6644021739130435,1.0,0.6666672836943794,0.6957766323300072,0.6390212217582751,0.6906867673472421,0.5948161353757828,0.5735716115372308,0.579813860275006,0.5707007102670371,0.6059185012360299,0.5643978773168037,0.5888066053181777,0.6907928686516477,0.5701650129677927,0.6488415398034918,0.6378442255695342,0.6111133551989087,0.5908793805634045,0.5098315629965671,0.6037997417010356,0.6281442647921768,0.600951872376931,0.6444165611807843,0.6255960016907522,0.6181088451054968,0.6172673078260785,0.6098250235398636,0.5597333520695169,0.5920687167366337,0.5404112291266768,0.5838264608191863,0.5134108739028785
high_school_microeconomics,0.7615424246852036,0.7934562170654441,0.8323161926557525,0.7000885865942694,0.8308329696246863,0.8229713134377564,0.7447058920481825,0.761976321078602,0.6680432598947488,0.756504318772831,0.7376624165049996,0.5874714404316981,0.8421776502180017,0.7991833108811938,0.7326064116395018,0.751361469764801,0.8433242506811991,0.6972707416171963,0.8210413159651239,0.840599455040872,0.7676636803141565,0.7555201658803534,0.8142718323332304,0.7948587568597195,0.8993205602489486,0.6666672836943794,1.0,0.8743202033572034,0.8550036017805005,0.8223283048971692,0.7221792821255225,0.7189638341415595,0.728144794358421,0.697092366874087,0.7453884363150751,0.7884758954123221,0.7195683032088772,0.7655547101746571,0.6973540647361846,0.7612243221860349,0.7970142541513819,0.7232081625612151,0.7961828707323357,0.6788905370929542,0.8111442991855086,0.7787612423860609,0.8250512463041135,0.8362900006238633,0.848823118084913,0.831629368401926,0.8359430119318907,0.636845915525337,0.7354793465606527,0.7166769637855186,0.6385256178897688,0.609381756155441,0.687312657658126
high_school_physics,0.7567340606488909,0.7764883037462418,0.8057669791658517,0.681356840246251,0.8030103272981215,0.8115149267351525,0.7909130596382504,0.798354660587945,0.6959520586662468,0.7668045623172873,0.7672292760072343,0.5709317766520512,0.8144679401980672,0.8013698630136986,0.7346108104924893,0.7615916904475493,0.8196751906473783,0.7184093044720596,0.8013698630136986,0.853828323591019,0.7642656810142614,0.7245289033748747,0.8013793022145942,0.7274843080548632,0.8676743885527148,0.6957766323300072,0.8743202033572034,1.0,0.8163870073581799,0.8382301379898369,0.7158790936410483,0.7072510037702364,0.7452054794520548,0.6643956593074067,0.7364159788520088,0.7477841527264394,0.6748977543114587,0.7717616617430588,0.6644382082932873,0.7232782604719777,0.7784903414240371,0.6898118797690906,0.7614506781455224,0.6834709620951075,0.8051890680760315,0.7699703547659088,0.8027350507133942,0.7756505205758687,0.8103557642216476,0.7956270999653393,0.7890830940686087,0.6220016057798479,0.7100755608932583,0.6979476327213302,0.6291131777438451,0.6124283575657523,0.6588686356833695
high_school_psychology,0.7060765971736767,0.8174394507344978,0.8262777602998057,0.65845851647506,0.8302675847551089,0.8743242827417096,0.7854670901839533,0.7628248630568422,0.7113649591985082,0.7929003952920582,0.7330422198189442,0.6232419560643819,0.8565603610802411,0.7727007460948658,0.7634644457518244,0.7440612852016338,0.8141594806763365,0.759768009261234,0.8436909206477512,0.81007506856592,0.7835800241418279,0.719314837425331,0.8589242572323882,0.8580850798304792,0.8552007414594789,0.6390212217582751,0.8550036017805005,0.8163870073581799,1.0,0.814965986394558,0.7917946548886297,0.7484678227102707,0.8027350507133942,0.6952385514027853,0.7448811967624116,0.8086020794771386,0.7436858879980685,0.8019193030771619,0.7468549359737876,0.7689599008981259,0.8143546714341513,0.7633942165837957,0.8419626342565327,0.6716442641074901,0.8133078646638296,0.8421768707482994,0.8394557823129253,0.7907310331001037,0.8685708620402064,0.8692106159476825,0.8394557823129253,0.628147441638118,0.7718644058579156,0.787670724394418,0.6811865761413326,0.6570795920777169,0.7349240846068426
high_school_statistics,0.7500346732623103,0.8024530608043653,0.7537732548430346,0.6762917679629261,0.8125443029787274,0.7909902495428904,0.7469503151836895,0.7792296988215055,0.6634846254063008,0.7491541665862895,0.7275512668614988,0.5759423433273528,0.8076140547327988,0.8163870073581799,0.7675544338540663,0.7223368681154547,0.7801227130895332,0.7474474469488898,0.8546124859635796,0.7733153595721725,0.784949919288929,0.741278649255112,0.7657713872295137,0.7153019405372008,0.8212102509404217,0.6906867673472421,0.8223283048971692,0.8382301379898369,0.814965986394558,1.0,0.7326849844715965,0.7525578108125126,0.7549532024566447,0.6110926156179244,0.7352786767304836,0.7466138451049559,0.6643958484688626,0.7500062987893729,0.7371374925689241,0.7263163285764052,0.7483259142908417,0.7159363167961706,0.7792922763668878,0.6580756931154197,0.7440612852016337,0.7551020408163267,0.7605442176870749,0.7798243981607921,0.8197899711923945,0.8133522534808252,0.7673469387755103,0.5854444357372809,0.7308804551043979,0.7271864104793144,0.5991661516671722,0.6818231750429866,0.6579974514517338
high_school_us_history,0.6537128569230674,0.7433194969112566,0.7767886332673422,0.6056839146425624,0.7768860357660614,0.7950463919999251,0.7463518132939936,0.7458677371482703,0.6537740632303431,0.721005479243328,0.6588078458684123,0.5833163988600645,0.7871354401162207,0.7076030347550245,0.7300524804184619,0.6488834711322998,0.7194281229555206,0.7136990900824891,0.755880044923496,0.7111746454455146,0.733568405374703,0.7337038957145054,0.804157063250382,0.7535280067783627,0.7376819046115367,0.5948161353757828,0.7221792821255225,0.7158790936410483,0.7917946548886297,0.7326849844715965,1.0,0.8085675585012022,0.8303645748977091,0.6703873446890177,0.7775484579278662,0.7348659020547826,0.7223867157936026,0.7412151258749303,0.706906439269738,0.7185547252755953,0.7213344340774351,0.7904851306265929,0.7736028838224561,0.6882009213843414,0.7421690441492056,0.8124143073596877,0.802791802873194,0.7810184082967319,0.8323926314411324,0.8162749290155096,0.7876707243944181,0.6430076642979348,0.7053276151249336,0.7763888888888888,0.6671769472292499,0.673611111111111,0.7217212008492463
high_school_world_history,0.6827449611393335,0.7262800326806642,0.8019238317424396,0.6639302272913232,0.7704918032786886,0.7967162586954841,0.7250463297226375,0.7643864304292168,0.6333142055812089,0.6726052640515151,0.6616387569693718,0.5966375270799544,0.7615832086681995,0.7346108104924893,0.7390710382513661,0.6707538866306842,0.751706020136621,0.7146836922447296,0.7428187525091652,0.6834931326469095,0.7508665931197598,0.7359183679389064,0.7687116858264451,0.727878879087952,0.737059956868508,0.5735716115372308,0.7189638341415595,0.7072510037702364,0.7484678227102707,0.7525578108125126,0.8085675585012022,1.0,0.8139542499870227,0.6717809865667863,0.7890185309838914,0.7591849168444027,0.7150711768531384,0.7337455578363908,0.744210667616632,0.7622635367616323,0.7153974241940093,0.8138707153344344,0.7959046222797506,0.6934136975553046,0.7605505529950355,0.7675544338540663,0.7948210212023458,0.8183060109289618,0.8255415467759764,0.8013653744051691,0.777097739425964,0.5963052437759672,0.7310077012772999,0.7314299379286855,0.6073578082178407,0.6542923173561687,0.7240400192727608
human_aging,0.6671389532860896,0.7628177350183151,0.7755678760284603,0.6675920555948117,0.759234636542517,0.7950652998418724,0.7274191665433821,0.721537030015909,0.6726163880600807,0.7037043657759722,0.6473927463615801,0.5583684857232775,0.7789969746283022,0.6945205479452055,0.7291388491480388,0.6525982463763436,0.739073796900386,0.7129147782428277,0.7410958904109589,0.7049206639567452,0.7299012169398791,0.6928479817444145,0.8068776164664955,0.7608679091893119,0.7407974732454782,0.579813860275006,0.728144794358421,0.7452054794520548,0.8027350507133942,0.7549532024566447,0.8303645748977091,0.8139542499870227,1.0,0.6367125068362648,0.7405454142474405,0.7491663785170612,0.7160500564036207,0.7114463631343652,0.7480153414119397,0.7577858110670148,0.7205176564243747,0.7714464217535985,0.8161329530572295,0.6834709620951075,0.7547796001930989,0.8232129856805728,0.7945438767265228,0.7400827718369399,0.7994785056414913,0.7874247587285833,0.7631443764435161,0.6012682189205196,0.7128171653754718,0.7351898977084368,0.6277182483031715,0.6344978479284821,0.7401934254434507
human_sexuality,0.5974982517862759,0.6920424223943087,0.7684038610055131,0.6244881063436262,0.7201602757228306,0.7521129119623589,0.6318016211311663,0.7235220854262796,0.5991885703147684,0.7290663159659445,0.7223467749883775,0.6953704573921423,0.7030371068506979,0.6450174525776072,0.7367474605763314,0.6442651669316818,0.6998531287230934,0.6023770235994712,0.6657798169309638,0.7150373188926279,0.662515975211297,0.6388384773018599,0.7416845508654772,0.6872887092215301,0.7140651398993364,0.5707007102670371,0.697092366874087,0.6643956593074067,0.6952385514027853,0.6110926156179244,0.6703873446890177,0.6717809865667863,0.6367125068362648,1.0,0.731582948634181,0.6731850141082347,0.7581735262991857,0.6468448064206659,0.5995897882570509,0.7294310107099338,0.6359857378273993,0.7258803530212723,0.7528205992113738,0.5544084054507512,0.7296165352004088,0.7297245906588758,0.7448984479315557,0.6869859060158289,0.6800534904859635,0.6699412671881032,0.7600723052042355,0.6159223884268289,0.6620809795911741,0.6829309748391241,0.5948029317800678,0.6285752441886632,0.6810644408472936
international_law,0.6648205822746345,0.7349074433405105,0.8013823596057426,0.5822959889349931,0.7793963537767709,0.7768661367858508,0.6948709119605752,0.7953182987508064,0.6606921691069719,0.6809137601090093,0.7197233557365076,0.5526490281870466,0.7375207096492852,0.6868627541068267,0.7477806286676602,0.7228307056231547,0.7563702180655735,0.7232589690464277,0.729533586526289,0.7083249229071431,0.7707189672164835,0.7653981071582474,0.7762438343649887,0.7114297215555442,0.7430041349998375,0.6059185012360299,0.7453884363150751,0.7364159788520088,0.7448811967624116,0.7352786767304836,0.7775484579278662,0.7890185309838914,0.7405454142474405,0.731582948634181,1.0,0.7444509067199468,0.6946974394634426,0.7424305810772581,0.6970402288088232,0.7239972376116173,0.7489626595982247,0.7355247094816116,0.7651279363376903,0.7237095510321666,0.7844355953069462,0.7819194883141337,0.7380222538824631,0.7986407081910121,0.7801136115504148,0.8035903819704648,0.7393940424584527,0.6388944348715961,0.7644693367307575,0.7276523001998748,0.6363563389856604,0.7082482388612116,0.7216073403439262
jurisprudence,0.6550790294830623,0.7379759637569189,0.7645612701146864,0.6277832273086118,0.745381554719959,0.7870257183107244,0.733983998789925,0.6754520972899881,0.6412896160563402,0.6892933287918322,0.664354253640754,0.5789013755770239,0.7626254244719738,0.6994062500546734,0.6901681062221843,0.6901062464320263,0.7526360819844892,0.7138045975132404,0.7491663785170612,0.7443653558088356,0.7226186102930808,0.6963210901130078,0.7808719339635404,0.7565063164352641,0.7791443867349046,0.5643978773168037,0.7884758954123221,0.7477841527264394,0.8086020794771386,0.7466138451049559,0.7348659020547826,0.7591849168444027,0.7491663785170612,0.6731850141082347,0.7444509067199468,1.0,0.7460423779493928,0.6915867471974733,0.7477384337184484,0.7381622758228849,0.7701957330755761,0.7029015860540749,0.7834959764746354,0.6443043235960408,0.7973339102202694,0.746613845104956,0.7782967204507382,0.7771292876061795,0.7916024530249413,0.7793577935002974,0.7782967204507382,0.596931659693166,0.7358482990181116,0.6931121576198518,0.6460509629354139,0.6123882517123188,0.6828955487817061
logical_fallacies,0.6197449819468783,0.7091075064943306,0.7587630658029912,0.6395627220457092,0.7383589354862865,0.7714483628954423,0.6841873876066025,0.6813186813186813,0.637800837921355,0.7321428571428571,0.6855231103299912,0.6695641018408777,0.7609403228821926,0.6625520636838099,0.7616466941194348,0.6534940577059002,0.6744242841862671,0.6547461489780682,0.6927304185513956,0.6922082916800226,0.6964915052063124,0.6689712444870137,0.7804558961501564,0.7521620912479725,0.7377159324172065,0.5888066053181777,0.7195683032088772,0.6748977543114587,0.7436858879980685,0.6643958484688626,0.7223867157936026,0.7150711768531384,0.7160500564036207,0.7581735262991857,0.6946974394634426,0.7460423779493928,1.0,0.667124384994991,0.633268393201275,0.7698835856502578,0.7145957159446737,0.7425316206083129,0.7570201758520557,0.5835201534255873,0.7435370802708051,0.7792296988215055,0.791533325645003,0.7232903857824848,0.7379458468642222,0.7091075064943306,0.7751284898803397,0.7114392991947825,0.7014414829885605,0.714099296491955,0.6411515053964452,0.6533248882798738,0.6984208482519385
machine_learning,0.7131143019411759,0.7181969425099757,0.762363356595403,0.6666723585183542,0.7994541152545751,0.7777777777777778,0.7279179113167819,0.7577215236980145,0.7101655051528348,0.7412493166611012,0.7401878001894269,0.5336075137159275,0.7945483192791679,0.7402332101976052,0.7556484103091189,0.7593871607862904,0.7860606399114783,0.710654431548206,0.7649076505375254,0.7600864622448382,0.7414058316846737,0.7305391696469203,0.7689162521553482,0.7488621538250406,0.7918179126837068,0.6907928686516477,0.7655547101746571,0.7717616617430588,0.8019193030771619,0.7500062987893729,0.7412151258749303,0.7337455578363908,0.7114463631343652,0.6468448064206659,0.7424305810772581,0.6915867471974733,0.667124384994991,1.0,0.6913780093139088,0.721011669273928,0.7569241278967674,0.7352146220938077,0.7701807212059357,0.6553285563445895,0.7948343173041424,0.7445417720222373,0.7582030889400764,0.774813406222756,0.7986660673399419,0.816692523197058,0.7800611960086191,0.6058299905449865,0.7119341563786008,0.7605391701249284,0.630940406246061,0.6211299937499416,0.6827690124968704
management,0.6307286096346678,0.7437028472452396,0.7397863497924716,0.5934639699095202,0.7483838115471926,0.7234378766812877,0.6793265148833039,0.6723245936630275,0.5611209672010822,0.6709297293608222,0.6442981470781073,0.5408103103032541,0.689469614221394,0.6519016383254894,0.6830045566350772,0.6442025230951123,0.7237479436803828,0.6760435922493023,0.7340858192254976,0.6806842464556384,0.6848961520432976,0.6442981470781073,0.6974758772849092,0.6789257144918306,0.7047295050794128,0.5701650129677927,0.6973540647361846,0.6644382082932873,0.7468549359737876,0.7371374925689241,0.706906439269738,0.744210667616632,0.7480153414119397,0.5995897882570509,0.6970402288088232,0.7477384337184484,0.633268393201275,0.6913780093139088,1.0,0.6652908430881943,0.6652908430881943,0.6557829654364926,0.7367523533457514,0.6396131822172352,0.7425646287720005,0.7204790181605869,0.6913266879459966,0.671876172820249,0.7189387448461878,0.7172909704271844,0.7496313483751771,0.5228546942542533,0.7220439694044452,0.7097116235525543,0.6269509853139185,0.6690364514517163,0.6167124183094529
marketing,0.6444450660159885,0.7410812803340896,0.7994589849057936,0.6837751688554162,0.8063728191782186,0.8011240769710312,0.6342141863699582,0.7380930605695469,0.6805083400928209,0.7436218475401054,0.7147829508320875,0.647017048156045,0.7945559534034283,0.7177570523767718,0.7884534231964804,0.7248385725621657,0.7116690317724775,0.6712881534733778,0.7205176564243747,0.7323170694447932,0.7396185731730595,0.69812781411367,0.8102563020716101,0.7960993359743597,0.7739359892147581,0.6488415398034918,0.7612243221860349,0.7232782604719777,0.7689599008981259,0.7263163285764052,0.7185547252755953,0.7622635367616323,0.7577858110670148,0.7294310107099338,0.7239972376116173,0.7381622758228849,0.7698835856502578,0.721011669273928,0.6652908430881943,1.0,0.7760778859527121,0.7869218193092122,0.8292396482548735,0.5912764826481247,0.7742593843277678,0.7854670901839533,0.7840914910768011,0.7498578010819673,0.7603603010129366,0.7410812803340896,0.7414479187550803,0.5696384354935092,0.7223929176824988,0.739402541289394,0.6592073909217007,0.6296040436167208,0.7388896015528144
medical_genetics,0.6680561999001949,0.8003126837808663,0.76349716205536,0.6130398065600283,0.7967239136495903,0.7942178349281775,0.7023643949930458,0.7339464703416281,0.6846577811909478,0.6938627648050797,0.7133950227722194,0.5738759905384051,0.7835586391694709,0.7467433948766029,0.7622635367616323,0.7358209751767439,0.7570947146515719,0.6934337420415717,0.7301797705909852,0.7749896806342453,0.7770150178840569,0.707843310532747,0.7784000713918715,0.7792803359185634,0.7931812891241837,0.6378442255695342,0.7970142541513819,0.7784903414240371,0.8143546714341513,0.7483259142908417,0.7213344340774351,0.7153974241940093,0.7205176564243747,0.6359857378273993,0.7489626595982247,0.7701957330755761,0.7145957159446737,0.7569241278967674,0.6652908430881943,0.7760778859527121,1.0,0.7074070710166437,0.7493461273266631,0.637920103089044,0.7934785889032797,0.7428235178622326,0.7593307071480601,0.7691556121392239,0.7740604866167734,0.8223522757610623,0.7441991169693849,0.6100284468121199,0.7279179113167819,0.7213344340774351,0.6381239988879576,0.6337736068194805,0.6819451021850222
miscellaneous,0.706425242547623,0.7508570868078407,0.8043942293496463,0.675370272274937,0.7907725481212702,0.782867421673962,0.7211165103774314,0.77523026078189,0.676236504673601,0.7479813939705757,0.7045677661280755,0.6405432414369475,0.7953958747267393,0.7442349077587626,0.7812615380923201,0.6860628744025485,0.7422042493827105,0.6998954898210721,0.7673646946543731,0.6920003056401871,0.7276831956133147,0.7620276616181322,0.7809283074874597,0.7888666922337023,0.7317100040075627,0.6111133551989087,0.7232081625612151,0.6898118797690906,0.7633942165837957,0.7159363167961706,0.7904851306265929,0.8138707153344344,0.7714464217535985,0.7258803530212723,0.7355247094816116,0.7029015860540749,0.7425316206083129,0.7352146220938077,0.6557829654364926,0.7869218193092122,0.7074070710166437,1.0,0.7848018014013234,0.6869507993474744,0.738836941664283,0.8000045964199635,0.8189877563350134,0.8138707153344343,0.8129643986932592,0.7983796872387166,0.775597676529185,0.631513143720458,0.7025384166674163,0.7315754935088399,0.6290043710273393,0.656225957660551,0.7201156542249025
moral_disputes,0.6726501439065256,0.7926330150068213,0.8109657522261087,0.6483669406667681,0.8368602632203893,0.8481563892498759,0.7149092648576069,0.7830299106462492,0.6506904261949351,0.7446997751600692,0.728543157256453,0.6366291939865778,0.8005462575375157,0.7477801094175957,0.7945394342483959,0.687971343396595,0.7607363730627454,0.7320166499870736,0.8024623843293028,0.7607363730627454,0.7421236544299783,0.673558768029551,0.8367752850319533,0.7787431599674013,0.8141609898085619,0.5908793805634045,0.7961828707323357,0.7614506781455224,0.8419626342565327,0.7792922763668878,0.7736028838224561,0.7959046222797506,0.8161329530572295,0.7528205992113738,0.7651279363376903,0.7834959764746354,0.7570201758520557,0.7701807212059357,0.7367523533457514,0.8292396482548735,0.7493461273266631,0.7848018014013234,1.0,0.6317987267878659,0.8212148051611531,0.8351506388337451,0.8324258406646301,0.7945394342483958,0.829048845644004,0.8090040927694405,0.8242514461572852,0.5986571369542107,0.7674447328535168,0.814898411428637,0.6487055294557169,0.6414571954826771,0.7799440318916157
moral_scenarios,0.6507343887113703,0.6752773488463857,0.7244444613955289,0.5294434711709801,0.6934136975553046,0.668952850655288,0.6516388149834321,0.6994061652040333,0.5880142426769736,0.5998805315590149,0.6379624228061638,0.43147983831356196,0.6888149840485533,0.6562410432865374,0.6417475789139289,0.6174679817385083,0.7332017800603906,0.6880816988191735,0.6861939539759645,0.6408726670157489,0.6789927955892716,0.6927231457938174,0.665330968716248,0.6663588809627744,0.6644081539051007,0.5098315629965671,0.6788905370929542,0.6834709620951075,0.6716442641074901,0.6580756931154197,0.6882009213843414,0.6934136975553046,0.6834709620951075,0.5544084054507512,0.7237095510321666,0.6443043235960408,0.5835201534255873,0.6553285563445895,0.6396131822172352,0.5912764826481247,0.637920103089044,0.6869507993474744,0.6317987267878659,1.0,0.6960055759070028,0.6987814060916312,0.6824991209011465,0.7206063915770812,0.722973633102596,0.7296256264195353,0.6580756931154196,0.5646248976502618,0.6335296854474722,0.5922366494781584,0.532381156831821,0.6155422583696599,0.5630564921271015
nutrition,0.6772221210778694,0.8035396520699362,0.8464402429179102,0.6187868919349733,0.8353811082986614,0.8466416999071569,0.7413121764840329,0.7790085740084949,0.6580390275587624,0.7626371153603304,0.7493600680093642,0.5831005445141203,0.785618090887415,0.756142018243989,0.7523872196891853,0.7411924119241193,0.8627749245943015,0.7377297010915356,0.7629541084984394,0.8016333945049415,0.7505422766234817,0.7000420379392781,0.8312016469709963,0.7774840813755411,0.8412490783250384,0.6037997417010356,0.8111442991855086,0.8051890680760315,0.8133078646638296,0.7440612852016337,0.7421690441492056,0.7605505529950355,0.7547796001930989,0.7296165352004088,0.7844355953069462,0.7973339102202694,0.7435370802708051,0.7948343173041424,0.7425646287720005,0.7742593843277678,0.7934785889032797,0.738836941664283,0.8212148051611531,0.6960055759070028,1.0,0.7983723279170816,0.8635455791756188,0.8040883306262361,0.7816108033324021,0.8157762965177017,0.849967818496757,0.5966257190268912,0.7662039216551081,0.7600030507553787,0.6465042827641762,0.6351650045121666,0.7265743404276737
philosophy,0.6854712490071296,0.8079026571425951,0.8358538270582471,0.6433688421391731,0.8343575728573508,0.8265096735292725,0.7386967205407757,0.7696602112921187,0.6716926826278221,0.8202417882331637,0.7344149580583055,0.6496740925938982,0.8456834041141429,0.7617791807790374,0.7852777156304479,0.681603586078869,0.7569777111305068,0.6926893922273593,0.8054654420423515,0.7787612423860609,0.7520724357585026,0.7165693609466083,0.869883418409197,0.8067940492105636,0.7777024230760284,0.6281442647921768,0.7787612423860609,0.7699703547659088,0.8421768707482994,0.7551020408163267,0.8124143073596877,0.7675544338540663,0.8232129856805728,0.7297245906588758,0.7819194883141337,0.746613845104956,0.7792296988215055,0.7445417720222373,0.7204790181605869,0.7854670901839533,0.7428235178622326,0.8000045964199635,0.8351506388337451,0.6987814060916312,0.7983723279170816,1.0,0.8585034013605444,0.7716444219563082,0.8225000206839397,0.8147146525653828,0.8435374149659864,0.6377900558737908,0.7636676157072121,0.7835467939002064,0.7062097564893817,0.7189385494908912,0.7816295404510157
prehistory,0.6909660085182089,0.8242514461572852,0.8495339224274492,0.6666892479309983,0.8425375490618346,0.8770565461252776,0.7441991169693849,0.766926071998008,0.6621166158693808,0.806571091762611,0.7055874550317178,0.6301977814668861,0.83208720790652,0.7863527027396515,0.7552844695473405,0.7006124510292756,0.8059906564555036,0.7009031004355889,0.7808919200817374,0.7923759494207823,0.7356336939932895,0.7179420991859696,0.8493349912026805,0.8234289780602659,0.851121882597192,0.600951872376931,0.8250512463041135,0.8027350507133942,0.8394557823129253,0.7605442176870749,0.802791802873194,0.7948210212023458,0.7945438767265228,0.7448984479315557,0.7380222538824631,0.7782967204507382,0.791533325645003,0.7582030889400764,0.6913266879459966,0.7840914910768011,0.7593307071480601,0.8189877563350134,0.8324258406646301,0.6824991209011465,0.8635455791756188,0.8585034013605444,1.0,0.831630914122523,0.8225000206839397,0.7997282626352503,0.8857142857142858,0.677738029135864,0.7199514015701266,0.7546792804407252,0.6672848092813055,0.6433331570970117,0.7349240846068426
professional_accounting,0.7226635173349799,0.7795223659034949,0.8403065108685736,0.6460604696209564,0.8237704918032788,0.774813406222756,0.752614631233004,0.808222211385731,0.6936298442079907,0.6945231545297723,0.7056563042105776,0.5840914108563106,0.7997304892454976,0.7701785592314181,0.7773224043715847,0.7401422197304102,0.7899052371308595,0.7434905205309854,0.8084822886425721,0.7326064116395018,0.7673389863874694,0.8212023657187422,0.7522392925587357,0.7612168430156445,0.809267309389822,0.6444165611807843,0.8362900006238633,0.7756505205758687,0.7907310331001037,0.7798243981607921,0.7810184082967319,0.8183060109289618,0.7400827718369399,0.6869859060158289,0.7986407081910121,0.7771292876061795,0.7232903857824848,0.774813406222756,0.671876172820249,0.7498578010819673,0.7691556121392239,0.8138707153344343,0.7945394342483958,0.7206063915770812,0.8040883306262361,0.7716444219563082,0.831630914122523,1.0,0.8581287130960807,0.8573380836907089,0.7880043743652759,0.6473776836364088,0.7323766295568453,0.7369397679695795,0.649148483095215,0.63914028474371,0.6923804747037998
professional_law,0.7593049773939985,0.7964839155368747,0.8106635688680115,0.6653508385727707,0.8309727411626604,0.8313202166008595,0.7877606722206101,0.7896837475668798,0.6907671082623225,0.7542841312966403,0.719131051061013,0.6027018026955409,0.8530854568510258,0.7559694713208659,0.7603672141357678,0.741042768557364,0.8027209040036237,0.7934975137197675,0.8538647985422729,0.7945852191657492,0.7899515515904216,0.7792865001991968,0.8281530083167287,0.8200884816185307,0.8476690412519717,0.6255960016907522,0.848823118084913,0.8103557642216476,0.8685708620402064,0.8197899711923945,0.8323926314411324,0.8255415467759764,0.7994785056414913,0.6800534904859635,0.7801136115504148,0.7916024530249413,0.7379458468642222,0.7986660673399419,0.7189387448461878,0.7603603010129366,0.7740604866167734,0.8129643986932592,0.829048845644004,0.722973633102596,0.7816108033324021,0.8225000206839397,0.8225000206839397,0.8581287130960807,1.0,0.8887512175070748,0.8197899711923945,0.6461780855714859,0.7823389927094831,0.7748918246639489,0.6590396123519436,0.6461995428293001,0.7456238066301427
professional_medicine,0.7317993385649727,0.8294679399727148,0.8082260030631826,0.6222674239873854,0.8300343230636162,0.8358444416639906,0.7810280407981948,0.8104085788506636,0.7000059111276039,0.7282725742374206,0.7381654253711609,0.5920512197905811,0.8359445614422357,0.8065635549476808,0.775426801809431,0.713804259452989,0.8152694464005767,0.7594330039191737,0.8284364649123638,0.788002909731661,0.791507113874487,0.7780291075606651,0.8011094532109192,0.7940126336922524,0.8141609898085619,0.6181088451054968,0.831629368401926,0.7956270999653393,0.8692106159476825,0.8133522534808252,0.8162749290155096,0.8013653744051691,0.7874247587285833,0.6699412671881032,0.8035903819704648,0.7793577935002974,0.7091075064943306,0.816692523197058,0.7172909704271844,0.7410812803340896,0.8223522757610623,0.7983796872387166,0.8090040927694405,0.7296256264195353,0.8157762965177017,0.8147146525653828,0.7997282626352503,0.8573380836907089,0.8887512175070748,1.0,0.7997282626352503,0.6069335029028865,0.782492668791821,0.7570846727799837,0.6668024648267991,0.6579754065251495,0.7496816532291544
professional_psychology,0.7088239769292163,0.8324258406646301,0.8509019319643695,0.7037275394827204,0.8398108903270067,0.8633952292074384,0.7868426892911056,0.7600907237627317,0.625180358372535,0.8052040221155558,0.741278649255112,0.6538475878354006,0.8348064471480445,0.7836223114106944,0.7716444219563082,0.7060435553008203,0.8250512463041135,0.6954272949634358,0.8163870073581799,0.8236897756006414,0.7178250570809751,0.7110784079891631,0.8452253057613772,0.7901591203608613,0.8266487294234709,0.6172673078260785,0.8359430119318907,0.7890830940686087,0.8394557823129253,0.7673469387755103,0.7876707243944181,0.777097739425964,0.7631443764435161,0.7600723052042355,0.7393940424584527,0.7782967204507382,0.7751284898803397,0.7800611960086191,0.7496313483751771,0.7414479187550803,0.7441991169693849,0.775597676529185,0.8242514461572852,0.6580756931154196,0.849967818496757,0.8435374149659864,0.8857142857142858,0.7880043743652759,0.8197899711923945,0.7997282626352503,1.0,0.6653403822614276,0.7199514015701266,0.7904200113905592,0.6631142792232974,0.6392092266028,0.7541557428956197
