method,simulation,median_rank_range,maximum_rank_range,kendalls_w,evidence_role
EMPIRICAL_BAYES_ADDITIVE,82,18.5,27.0,0.8976874160604109,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,83,17.5,29.5,0.8963098515346779,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,84,17.5,28.0,0.8990825430456336,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,85,18.0,25.0,0.8951387603938993,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,86,18.0,26.5,0.888173785631411,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,87,16.5,26.0,0.897162999737205,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,88,18.0,27.0,0.8952894281969408,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,89,17.0,25.0,0.8983027801180968,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,90,17.5,28.0,0.8886712146701979,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,91,17.5,29.0,0.8987809639042997,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,92,18.0,27.5,0.8975074622059673,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,93,18.0,25.5,0.8943242245177521,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,94,17.0,25.5,0.8966815387757946,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,95,17.5,24.5,0.9013303510687478,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,96,16.5,24.0,0.8991439663175764,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,97,17.0,25.0,0.8916534715429142,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,98,17.5,25.5,0.8929100451243536,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,99,17.5,26.0,0.8923895793979311,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,100,18.0,26.0,0.8951863942860888,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,101,16.0,26.5,0.9054599406157914,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,102,16.0,30.0,0.8919057994332985,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,103,17.5,25.5,0.8961490112912379,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,104,17.0,27.5,0.8967833469935483,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,105,16.5,24.5,0.8953025415983175,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,106,17.5,27.0,0.8981739050781073,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,107,16.5,24.0,0.900528853602862,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,108,17.0,28.0,0.8986218986448307,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,109,18.0,26.0,0.8893256332876976,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,110,18.0,34.0,0.8984691699765787,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,111,17.5,26.0,0.8977310433982313,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,112,18.5,25.5,0.891173263649681,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,113,17.0,25.0,0.8981955967439661,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,114,16.5,26.5,0.9004408024065257,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,115,17.5,24.0,0.8970784467995183,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,116,15.5,28.0,0.9018533397285167,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,117,18.5,28.0,0.8950721283475861,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,118,18.0,30.5,0.9010584710664253,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,119,18.0,25.5,0.8932992452718006,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,120,17.5,27.5,0.9005490821539096,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,121,18.0,27.5,0.8919880128919132,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,122,17.5,25.5,0.8892057289424138,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,123,18.0,31.0,0.8977977316483384,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,124,17.5,25.0,0.8943471158290078,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,125,16.0,25.5,0.894455053760542,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,126,17.5,27.5,0.8887837509066474,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,127,17.0,28.5,0.891942017188309,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,128,16.5,26.0,0.9027694137980115,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,129,17.0,25.5,0.896085448201402,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,130,18.5,29.0,0.8904403529333176,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,131,17.5,28.5,0.8932119523455494,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,132,18.0,26.0,0.896954273148081,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,133,18.5,28.5,0.8923170725505628,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,134,16.5,26.0,0.9003421841279172,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,135,17.0,24.0,0.8984771874534996,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,136,17.5,26.5,0.8981118480056504,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,137,17.5,25.0,0.8909112140945891,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,138,18.0,25.0,0.8969308580764639,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,139,17.5,26.0,0.90218227630636,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,140,17.5,25.5,0.8978689676815886,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,141,17.5,28.5,0.9025383455758582,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,142,16.5,24.0,0.8961859286312951,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,143,17.0,26.0,0.8970597538898314,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,144,18.0,26.0,0.8887587755882861,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,145,18.0,25.0,0.9009675865886763,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,146,19.0,25.0,0.8937787124552112,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,147,16.5,23.5,0.8984812476476572,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,148,17.5,26.5,0.8946867027962977,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,149,17.0,27.0,0.8958372410443376,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,150,18.0,25.0,0.89791506014111,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,151,15.5,27.0,0.9025588467679223,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,152,17.0,26.5,0.8930059679248841,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,153,16.5,24.0,0.8992997712077414,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,154,16.5,25.0,0.9005119933544701,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,155,17.5,25.5,0.8947074235295633,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,156,17.0,24.0,0.9000572290918449,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,157,18.0,23.5,0.8968645221259502,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,158,17.0,28.0,0.893166451400853,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,159,18.0,23.5,0.8984894639473106,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,160,17.0,28.5,0.8954084214369795,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,161,17.0,25.5,0.9006145592320537,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,162,17.5,23.5,0.8974023670992389,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,163,16.5,23.0,0.9008233281347945,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,164,16.5,27.0,0.8937431370577882,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,165,17.0,30.0,0.8947707227863023,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,166,17.0,27.5,0.8994055993887891,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,167,18.0,27.5,0.9013959710772165,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,168,16.5,29.0,0.891800628151825,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,169,17.0,28.5,0.8960528179844255,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,170,18.5,27.5,0.8911713510637189,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,171,16.5,27.5,0.9002449888502464,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,172,18.0,24.5,0.8948606081458271,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,173,17.0,27.0,0.8974454526548561,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,174,16.0,25.5,0.9000632515804472,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,175,17.0,24.0,0.9055067336862037,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,176,17.5,26.5,0.8983609143622983,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,177,17.5,30.0,0.8953184225405043,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,178,16.0,29.5,0.898431230363784,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,179,18.0,27.5,0.8880339219886352,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,180,16.5,24.5,0.8982154087630916,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,181,16.5,27.0,0.8927776622927208,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,182,16.0,27.5,0.899256836304815,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,183,17.5,26.0,0.8917660872370408,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,184,17.5,29.0,0.893260121645897,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,185,17.5,26.5,0.8907915444670788,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,186,17.0,24.5,0.8982613463115565,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,187,17.5,26.5,0.8977933227868806,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,188,18.0,26.5,0.9002814897684843,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,189,16.5,28.0,0.9000286724529486,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,190,16.5,25.0,0.895254490389863,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,191,16.5,28.0,0.8952659224785248,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,192,18.5,30.0,0.890600643993064,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,193,17.5,24.5,0.8979439026179304,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,194,18.0,26.0,0.8939695507877677,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,195,17.0,25.5,0.8989251013393694,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,196,18.0,24.5,0.8891942487426839,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,197,18.0,25.0,0.8921504332015747,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,198,17.5,28.0,0.8955674681741799,CALIBRATION_NULL
EMPIRICAL_BAYES_ADDITIVE,199,17.5,25.0,0.9033950707700416,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,0,16.5,23.0,0.9070225320316918,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,1,16.5,28.5,0.896703690914133,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,2,16.0,26.5,0.9025343556594434,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,3,16.5,24.0,0.9060543846517841,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,4,16.0,23.0,0.9093116823436831,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,5,15.5,24.0,0.9064258132280048,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,6,17.0,24.0,0.9051085363100391,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,7,17.0,25.0,0.9060327892191722,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,8,17.0,24.0,0.9068145710534754,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,9,16.5,24.5,0.9086864712879529,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,10,17.5,25.5,0.9026937077444168,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,11,16.5,25.5,0.9171942651884301,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,12,16.5,26.5,0.9009362641359415,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,13,15.5,25.0,0.9114967361073676,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,14,17.0,24.5,0.9046047211878262,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,15,18.5,24.0,0.9066024223025069,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,16,17.0,26.0,0.8966342217093917,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,17,17.5,30.5,0.9042027534729569,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,18,16.0,28.0,0.9060969954659455,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,19,16.5,31.0,0.9062028985615749,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,20,15.5,25.5,0.9076307250323435,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,21,16.5,26.5,0.9046251846170886,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,22,16.0,23.5,0.9062588164448775,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,23,16.0,24.5,0.90828994187897,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,24,16.0,25.5,0.9063686179671713,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,25,16.5,25.0,0.9046252073029021,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,26,16.5,24.0,0.9054898453062938,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,27,16.0,30.0,0.9050151593324783,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,28,16.5,26.5,0.9074118008307407,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,29,16.0,25.0,0.9021325731407996,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,30,17.0,24.5,0.9021418019873179,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,31,15.5,23.5,0.9088228376495807,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,32,17.0,24.5,0.9048181432226037,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,33,15.5,23.5,0.901786338391355,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,34,16.0,23.5,0.907897154193787,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,35,16.0,26.5,0.9132298058743955,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,36,16.5,26.0,0.9066538215921733,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,37,17.0,24.0,0.9076594243383035,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,38,17.5,27.0,0.9035432088414026,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,39,17.5,26.5,0.9013710120894983,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,40,18.0,22.5,0.9046571489538249,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,41,17.5,23.5,0.9050669948692154,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,42,16.0,25.0,0.9104967617682319,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,43,17.5,26.5,0.9020756887988378,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,44,17.5,25.5,0.8999445461944986,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,45,16.0,25.5,0.9037314996648402,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,46,17.0,24.5,0.9042897520207671,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,47,16.5,25.0,0.9044258353355884,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,48,17.5,24.0,0.9029436243318633,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,49,17.0,25.0,0.9013937013490337,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,50,17.0,26.5,0.9055727177974918,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,51,16.5,30.0,0.9000389250740054,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,52,15.0,24.5,0.9049801742009757,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,53,16.0,28.0,0.9090520833859662,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,54,16.0,22.5,0.9057011617470148,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,55,17.0,26.0,0.9049206813522714,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,56,16.5,25.5,0.9077255197689027,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,57,16.0,23.0,0.9094647687424137,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,58,17.0,25.0,0.9028541936015191,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,59,16.0,25.5,0.909898123733846,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,60,16.5,27.5,0.9066006106228971,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,61,16.0,23.5,0.9048905431797745,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,62,17.5,26.5,0.9026593320584871,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,63,16.0,22.0,0.90616,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,64,17.0,23.0,0.906148881546587,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,65,17.0,27.0,0.9045044063729463,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,66,17.5,23.0,0.9022918361621393,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,67,15.5,23.0,0.9000965612877201,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,68,16.0,25.0,0.9061255640358816,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,69,16.0,30.5,0.901802161998055,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,70,17.5,28.0,0.90110512914386,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,71,16.5,27.0,0.9029935907663864,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,72,16.5,26.5,0.9075459016568338,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,73,17.0,24.5,0.9016263028176857,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,74,17.5,27.5,0.8952557623917715,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,75,16.0,26.5,0.9019153430409771,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,76,15.5,30.0,0.9039757847074839,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,77,17.0,27.5,0.9045421866767187,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,78,17.5,23.0,0.9062539236227536,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,79,17.0,26.5,0.9076688714918263,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,80,16.0,27.0,0.9122471984244076,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,81,15.0,26.0,0.9118870381291607,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,82,16.5,25.5,0.901156664881433,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,83,17.0,25.0,0.9030781724640617,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,84,16.0,26.5,0.9019669830354401,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,85,15.5,27.5,0.9091335770183255,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,86,17.0,23.5,0.9014235963274708,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,87,17.5,23.0,0.9034279764645508,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,88,17.0,24.5,0.9081020503368583,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,89,18.0,27.0,0.9014404000991114,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,90,17.5,25.0,0.9031872967380751,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,91,17.0,25.0,0.9063842849809378,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,92,16.5,28.0,0.9018718498747482,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,93,16.5,25.0,0.9061422757843498,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,94,17.0,24.0,0.9060505324997908,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,95,15.5,24.0,0.9101624073536686,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,96,17.0,27.5,0.9029614963514182,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,97,17.0,24.5,0.9028299005813956,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,98,17.0,26.5,0.9057509144655942,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,99,16.0,26.0,0.9020683938723907,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,100,17.5,27.0,0.8993683092473022,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,101,16.5,27.0,0.9032552077362518,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,102,16.5,25.5,0.9113055229892888,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,103,17.5,24.0,0.9053213853760866,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,104,15.5,25.0,0.9092194042190042,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,105,17.0,23.5,0.9117697815643864,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,106,16.0,25.0,0.9083066891548275,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,107,17.0,27.5,0.9059333102319462,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,108,16.0,23.0,0.9033871698289295,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,109,15.5,24.0,0.9052092760281559,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,110,15.5,22.5,0.9099731774472468,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,111,16.0,28.0,0.9053604870162784,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,112,17.5,26.5,0.9041310701686068,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,113,17.5,27.0,0.8989488744897327,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,114,16.5,24.0,0.9050317260264981,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,115,15.5,27.0,0.9055304334805719,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,116,18.0,29.0,0.9047959994922327,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,117,16.0,25.0,0.9117142082583453,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,118,14.5,24.5,0.9082364858590319,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,119,17.0,24.5,0.903526897105344,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,120,17.5,27.0,0.9054819207596656,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,121,15.5,24.5,0.9113013103956314,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,122,17.0,27.0,0.8975026269543847,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,123,16.0,28.5,0.9072271066768381,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,124,15.0,23.0,0.9108120179555702,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,125,15.5,25.0,0.9099680076430796,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,126,15.0,24.0,0.9129501958881,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,127,17.5,25.5,0.8982659525719047,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,128,15.0,25.0,0.9136427044282945,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,129,17.0,24.5,0.9076842435326401,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,130,16.5,25.0,0.9077134312138876,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,131,17.0,26.0,0.9006255308316905,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,132,15.5,28.5,0.9059167780483545,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,133,16.5,27.5,0.9034965133994782,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,134,15.0,27.0,0.9111389707370678,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,135,16.0,25.0,0.908579830883813,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,136,15.5,22.5,0.910650204741629,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,137,16.5,24.0,0.9060570057996246,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,138,17.0,23.5,0.9084503009235259,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,139,15.5,24.5,0.905707198042405,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,140,17.5,26.5,0.89664004970911,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,141,16.0,27.0,0.9085610323091812,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,142,17.5,25.5,0.9013616601976624,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,143,16.5,28.5,0.9045190291099068,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,144,17.0,23.0,0.9050274684500715,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,145,16.0,25.5,0.9070884684071971,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,146,18.0,25.5,0.9023170315477645,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,147,16.0,25.0,0.9082612275776218,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,148,17.0,28.5,0.9107273118855974,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,149,17.0,25.5,0.9023902526889539,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,150,17.5,25.5,0.8966595688173519,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,151,15.5,26.5,0.9072297731513972,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,152,15.0,25.5,0.9061722946845392,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,153,16.5,24.5,0.9081305762962513,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,154,17.5,23.0,0.9052108268077784,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,155,17.0,23.0,0.9022605940412224,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,156,16.0,23.5,0.9092730216606864,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,157,16.5,24.0,0.9085751859939052,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,158,17.0,27.0,0.9047468825599949,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,159,15.5,24.5,0.9098178490982823,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,160,16.5,23.5,0.9103164467414714,CALIBRATION_NULL
