replicate,model_id,model_family,family_balanced_rank,aggregate_subject_accuracy
120,qwen/qwen1.5-14b,qwen,8.0,0.6864380513233806
120,01-ai/yi-34b,yi,3.0,0.7623282062667585
121,snowflake/snowflake-arctic-instruct,arctic,5.0,0.676569761285256
121,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
121,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
121,google/gemma-7b,gemma,6.0,0.6611956672419421
121,meta/llama-2-13b,llama,9.0,0.5541548609350062
121,mistralai/open-mistral-nemo-2407,mistral,7.0,0.6532946316803779
121,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
121,microsoft/phi-3-small-8k-instruct,phi,3.0,0.7567775597029733
121,qwen/qwen1.5-72b,qwen,2.0,0.7739168514623904
121,01-ai/yi-6b,yi,8.0,0.6400594608704304
122,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
122,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
122,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
122,google/gemma-2-27b,gemma,3.0,0.7570433943977638
122,meta/llama-2-7b,llama,9.0,0.4581089294358622
122,mistralai/open-mistral-nemo-2407,mistral,8.0,0.6532946316803779
122,allenai/olmo-7b,olmo,10.0,0.2946516964096742
122,microsoft/phi-3-small-8k-instruct,phi,4.0,0.7567775597029733
122,qwen/qwen1.5-14b,qwen,6.0,0.6864380513233806
122,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
123,snowflake/snowflake-arctic-instruct,arctic,5.0,0.676569761285256
123,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
123,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
123,google/gemma-7b,gemma,6.0,0.6611956672419421
123,meta/llama-3.1-8b-instruct-turbo,llama,9.0,0.5606310290011183
123,mistralai/mistral-7b-v0.1,mistral,8.0,0.5657513230766065
123,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
123,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
123,qwen/qwen2.5-72b-instruct-turbo,qwen,2.0,0.8337220858502318
123,01-ai/yi-6b,yi,7.0,0.6400594608704304
124,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
124,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
124,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
124,google/gemma-7b,gemma,8.0,0.6611956672419421
124,meta/llama-2-7b,llama,9.0,0.4581089294358622
124,mistralai/mixtral-8x7b-32kseqlen,mistral,6.0,0.7172533474856093
124,allenai/olmo-7b,olmo,10.0,0.2946516964096742
124,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
124,qwen/qwen2-72b-instruct,qwen,1.0,0.8235031827495974
124,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
125,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
125,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
125,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
125,google/gemma-7b,gemma,9.0,0.6611956672419421
125,meta/llama-3.2-90b-vision-instruct-turbo,llama,1.0,0.8026595003973722
125,mistralai/mixtral-8x7b-32kseqlen,mistral,7.0,0.7172533474856093
125,allenai/olmo-7b,olmo,10.0,0.2946516964096742
125,microsoft/phi-3-small-8k-instruct,phi,3.0,0.7567775597029733
125,qwen/qwen2.5-7b-instruct-turbo,qwen,5.0,0.7287077954964658
125,01-ai/yi-34b,yi,2.0,0.7623282062667585
126,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
126,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
126,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
126,google/gemma-7b,gemma,7.0,0.6611956672419421
126,meta/llama-3-70b,llama,2.0,0.7933654187607483
126,mistralai/open-mistral-nemo-2407,mistral,8.0,0.6532946316803779
126,allenai/olmo-7b,olmo,10.0,0.2946516964096742
126,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
126,qwen/qwen2.5-72b-instruct-turbo,qwen,1.0,0.8337220858502318
126,01-ai/yi-6b,yi,9.0,0.6400594608704304
127,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
127,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
127,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
127,google/gemma-7b,gemma,7.0,0.6611956672419421
127,meta/llama-3-70b,llama,1.0,0.7933654187607483
127,mistralai/mistral-7b-v0.1,mistral,9.0,0.5657513230766065
127,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
127,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
127,qwen/qwen1.5-7b,qwen,8.0,0.6257777441280399
127,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
128,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
128,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
128,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
128,google/gemma-2-27b,gemma,3.0,0.7570433943977638
128,meta/llama-3.1-70b-instruct-turbo,llama,1.0,0.8010355128348475
128,mistralai/mistral-7b-instruct-v0.3,mistral,9.0,0.5991250371958482
128,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
128,microsoft/phi-3-medium-4k-instruct,phi,2.0,0.774517567943956
128,qwen/qwen1.5-7b,qwen,8.0,0.6257777441280399
128,01-ai/yi-6b,yi,7.0,0.6400594608704304
129,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
129,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
129,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
129,google/gemma-2-9b,gemma,7.0,0.7213434388300994
129,meta/llama-3.1-8b-instruct-turbo,llama,9.0,0.5606310290011183
129,mistralai/mixtral-8x22b,mistral,2.0,0.7781994679340385
129,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
129,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
129,qwen/qwen2.5-72b-instruct-turbo,qwen,1.0,0.8337220858502318
129,01-ai/yi-34b,yi,4.0,0.7623282062667585
130,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
130,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
130,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
130,google/gemma-7b,gemma,8.0,0.6611956672419421
130,meta/llama-3-8b,llama,7.0,0.6676368046780581
130,mistralai/mistral-7b-instruct-v0.3,mistral,9.0,0.5991250371958482
130,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
130,microsoft/phi-3-medium-4k-instruct,phi,2.0,0.774517567943956
130,qwen/qwen2.5-7b-instruct-turbo,qwen,5.0,0.7287077954964658
130,01-ai/yi-34b,yi,3.0,0.7623282062667585
131,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
131,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
131,deepseek-ai/deepseek-llm-67b-chat,deepseek,4.0,0.725042055452075
131,google/gemma-2-9b,gemma,5.0,0.7213434388300994
131,meta/llama-2-7b,llama,9.0,0.4581089294358622
131,mistralai/open-mistral-nemo-2407,mistral,7.0,0.6532946316803779
131,allenai/olmo-7b,olmo,10.0,0.2946516964096742
131,microsoft/phi-3-medium-4k-instruct,phi,2.0,0.774517567943956
131,qwen/qwen2-72b-instruct,qwen,1.0,0.8235031827495974
131,01-ai/yi-6b,yi,8.0,0.6400594608704304
132,snowflake/snowflake-arctic-instruct,arctic,9.0,0.676569761285256
132,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
132,deepseek-ai/deepseek-llm-67b-chat,deepseek,7.0,0.725042055452075
132,google/gemma-2-9b,gemma,8.0,0.7213434388300994
132,meta/llama-3.2-90b-vision-instruct-turbo,llama,1.0,0.8026595003973722
132,mistralai/mixtral-8x22b,mistral,2.0,0.7781994679340385
132,allenai/olmo-7b,olmo,10.0,0.2946516964096742
132,microsoft/phi-3-small-8k-instruct,phi,5.0,0.7567775597029733
132,qwen/qwen1.5-72b,qwen,3.0,0.7739168514623904
132,01-ai/yi-34b,yi,4.0,0.7623282062667585
133,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
133,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
133,deepseek-ai/deepseek-llm-67b-chat,deepseek,4.0,0.725042055452075
133,google/gemma-2-9b,gemma,5.0,0.7213434388300994
133,meta/llama-3-8b,llama,9.0,0.6676368046780581
133,mistralai/mixtral-8x7b-32kseqlen,mistral,6.0,0.7172533474856093
133,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
133,microsoft/phi-3-small-8k-instruct,phi,2.0,0.7567775597029733
133,qwen/qwen1.5-14b,qwen,7.0,0.6864380513233806
133,01-ai/yi-large-preview,yi,1.0,0.7932309410233613
134,snowflake/snowflake-arctic-instruct,arctic,9.0,0.676569761285256
134,databricks/dbrx-instruct,dbrx,7.0,0.7410120567563482
134,deepseek-ai/deepseek-llm-67b-chat,deepseek,8.0,0.725042055452075
134,google/gemma-2-27b,gemma,5.0,0.7570433943977638
134,meta/llama-3.1-70b-instruct-turbo,llama,2.0,0.8010355128348475
134,mistralai/mixtral-8x22b,mistral,4.0,0.7781994679340385
134,allenai/olmo-7b,olmo,10.0,0.2946516964096742
134,microsoft/phi-3-small-8k-instruct,phi,6.0,0.7567775597029733
134,qwen/qwen2-72b-instruct,qwen,1.0,0.8235031827495974
134,01-ai/yi-large-preview,yi,3.0,0.7932309410233613
135,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
135,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
135,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
135,google/gemma-7b,gemma,7.0,0.6611956672419421
135,meta/llama-3-70b,llama,1.0,0.7933654187607483
135,mistralai/mistral-7b-instruct-v0.3,mistral,9.0,0.5991250371958482
135,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
135,microsoft/phi-3-medium-4k-instruct,phi,2.0,0.774517567943956
135,qwen/qwen2.5-7b-instruct-turbo,qwen,4.0,0.7287077954964658
135,01-ai/yi-6b,yi,8.0,0.6400594608704304
136,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
136,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
136,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
136,google/gemma-7b,gemma,8.0,0.6611956672419421
136,meta/llama-3.3-70b-instruct-turbo,llama,1.0,0.790602761302675
136,mistralai/open-mistral-nemo-2407,mistral,9.0,0.6532946316803779
136,allenai/olmo-7b,olmo,10.0,0.2946516964096742
136,microsoft/phi-3-small-8k-instruct,phi,3.0,0.7567775597029733
136,qwen/qwen1.5-14b,qwen,6.0,0.6864380513233806
136,01-ai/yi-34b,yi,2.0,0.7623282062667585
137,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
137,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
137,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
137,google/gemma-7b,gemma,7.0,0.6611956672419421
137,meta/llama-3.2-90b-vision-instruct-turbo,llama,2.0,0.8026595003973722
137,mistralai/mistral-7b-instruct-v0.3,mistral,8.0,0.5991250371958482
137,allenai/olmo-7b,olmo,10.0,0.2946516964096742
137,microsoft/phi-2,phi,9.0,0.5842493973299887
137,qwen/qwen2.5-72b-instruct-turbo,qwen,1.0,0.8337220858502318
137,01-ai/yi-large-preview,yi,3.0,0.7932309410233613
138,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
138,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
138,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
138,google/gemma-2-9b,gemma,6.0,0.7213434388300994
138,meta/llama-3.2-11b-vision-instruct-turbo,llama,9.0,0.5650818312394074
138,mistralai/mistral-7b-v0.1,mistral,8.0,0.5657513230766065
138,allenai/olmo-7b,olmo,10.0,0.2946516964096742
138,microsoft/phi-3-medium-4k-instruct,phi,1.0,0.774517567943956
138,qwen/qwen2.5-7b-instruct-turbo,qwen,4.0,0.7287077954964658
138,01-ai/yi-34b,yi,2.0,0.7623282062667585
139,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
139,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
139,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
139,google/gemma-2-9b,gemma,5.0,0.7213434388300994
139,meta/llama-2-70b,llama,7.0,0.6954627064646919
139,mistralai/mixtral-8x7b-32kseqlen,mistral,6.0,0.7172533474856093
139,allenai/olmo-7b,olmo,10.0,0.2946516964096742
139,microsoft/phi-3-small-8k-instruct,phi,3.0,0.7567775597029733
139,qwen/qwen1.5-7b,qwen,9.0,0.6257777441280399
139,01-ai/yi-34b,yi,2.0,0.7623282062667585
140,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
140,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
140,deepseek-ai/deepseek-llm-67b-chat,deepseek,4.0,0.725042055452075
140,google/gemma-2-9b,gemma,5.0,0.7213434388300994
140,meta/llama-3-8b,llama,7.0,0.6676368046780581
140,mistralai/mistral-7b-instruct-v0.3,mistral,9.0,0.5991250371958482
140,allenai/olmo-7b,olmo,10.0,0.2946516964096742
140,microsoft/phi-3-small-8k-instruct,phi,2.0,0.7567775597029733
140,qwen/qwen1.5-110b-chat,qwen,1.0,0.767842526875325
140,01-ai/yi-6b,yi,8.0,0.6400594608704304
141,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
141,databricks/dbrx-instruct,dbrx,7.0,0.7410120567563482
141,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
141,google/gemma-7b,gemma,9.0,0.6611956672419421
141,meta/llama-3.1-405b-instruct-turbo,llama,2.0,0.8453174958174847
141,mistralai/mixtral-8x22b,mistral,3.0,0.7781994679340385
141,allenai/olmo-7b,olmo,10.0,0.2946516964096742
141,microsoft/phi-3-medium-4k-instruct,phi,4.0,0.774517567943956
141,qwen/qwen1.5-32b,qwen,6.0,0.7443285147738198
141,01-ai/yi-34b,yi,5.0,0.7623282062667585
142,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
142,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
142,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
142,google/gemma-7b,gemma,8.0,0.6611956672419421
142,meta/llama-3-70b,llama,2.0,0.7933654187607483
142,mistralai/mistral-7b-v0.1,mistral,9.0,0.5657513230766065
142,allenai/olmo-7b,olmo,10.0,0.2946516964096742
142,microsoft/phi-3-small-8k-instruct,phi,4.0,0.7567775597029733
142,qwen/qwen2.5-72b-instruct-turbo,qwen,1.0,0.8337220858502318
142,01-ai/yi-large-preview,yi,3.0,0.7932309410233613
143,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
143,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
143,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
143,google/gemma-7b,gemma,8.0,0.6611956672419421
143,meta/llama-3.2-90b-vision-instruct-turbo,llama,2.0,0.8026595003973722
143,mistralai/mistral-7b-v0.1,mistral,9.0,0.5657513230766065
143,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
143,microsoft/phi-3-medium-4k-instruct,phi,4.0,0.774517567943956
143,qwen/qwen1.5-72b,qwen,5.0,0.7739168514623904
143,01-ai/yi-large-preview,yi,3.0,0.7932309410233613
144,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
144,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
144,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
144,google/gemma-2-27b,gemma,3.0,0.7570433943977638
144,meta/llama-3.2-90b-vision-instruct-turbo,llama,1.0,0.8026595003973722
144,mistralai/mistral-7b-v0.1,mistral,9.0,0.5657513230766065
144,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
144,microsoft/phi-2,phi,8.0,0.5842493973299887
144,qwen/qwen2.5-7b-instruct-turbo,qwen,5.0,0.7287077954964658
144,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
145,snowflake/snowflake-arctic-instruct,arctic,5.0,0.676569761285256
145,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
145,deepseek-ai/deepseek-llm-67b-chat,deepseek,4.0,0.725042055452075
145,google/gemma-7b,gemma,6.0,0.6611956672419421
145,meta/llama-2-13b,llama,9.0,0.5541548609350062
145,mistralai/mistral-7b-v0.1,mistral,8.0,0.5657513230766065
145,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
145,microsoft/phi-2,phi,7.0,0.5842493973299887
145,qwen/qwen1.5-72b,qwen,2.0,0.7739168514623904
145,01-ai/yi-large-preview,yi,1.0,0.7932309410233613
146,snowflake/snowflake-arctic-instruct,arctic,5.0,0.676569761285256
146,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
146,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
146,google/gemma-7b,gemma,6.0,0.6611956672419421
146,meta/llama-3.3-70b-instruct-turbo,llama,2.0,0.790602761302675
146,mistralai/mixtral-8x22b,mistral,3.0,0.7781994679340385
146,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
146,microsoft/phi-2,phi,9.0,0.5842493973299887
146,qwen/qwen1.5-7b,qwen,8.0,0.6257777441280399
146,01-ai/yi-6b,yi,7.0,0.6400594608704304
147,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
147,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
147,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
147,google/gemma-2-9b,gemma,4.0,0.7213434388300994
147,meta/llama-3-70b,llama,2.0,0.7933654187607483
147,mistralai/mistral-7b-v0.1,mistral,9.0,0.5657513230766065
147,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
147,microsoft/phi-2,phi,8.0,0.5842493973299887
147,qwen/qwen1.5-14b,qwen,5.0,0.6864380513233806
147,01-ai/yi-6b,yi,7.0,0.6400594608704304
148,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
148,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
148,deepseek-ai/deepseek-llm-67b-chat,deepseek,4.0,0.725042055452075
148,google/gemma-2-9b,gemma,5.0,0.7213434388300994
148,meta/llama-3.3-70b-instruct-turbo,llama,2.0,0.790602761302675
148,mistralai/open-mistral-nemo-2407,mistral,7.0,0.6532946316803779
148,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
148,microsoft/phi-2,phi,9.0,0.5842493973299887
148,qwen/qwen2-72b-instruct,qwen,1.0,0.8235031827495974
148,01-ai/yi-6b,yi,8.0,0.6400594608704304
149,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
149,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
149,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
149,google/gemma-7b,gemma,8.0,0.6611956672419421
149,meta/llama-3.1-405b-instruct-turbo,llama,2.0,0.8453174958174847
149,mistralai/mistral-7b-v0.1,mistral,9.0,0.5657513230766065
149,allenai/olmo-7b,olmo,10.0,0.2946516964096742
149,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
149,qwen/qwen1.5-110b-chat,qwen,4.0,0.767842526875325
149,01-ai/yi-34b,yi,5.0,0.7623282062667585
150,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
150,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
150,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
150,google/gemma-2-27b,gemma,5.0,0.7570433943977638
150,meta/llama-2-13b,llama,9.0,0.5541548609350062
150,mistralai/mixtral-8x22b,mistral,2.0,0.7781994679340385
150,allenai/olmo-7b,olmo,10.0,0.2946516964096742
150,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
150,qwen/qwen2.5-7b-instruct-turbo,qwen,7.0,0.7287077954964658
150,01-ai/yi-34b,yi,4.0,0.7623282062667585
151,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
151,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
151,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
151,google/gemma-2-9b,gemma,6.0,0.7213434388300994
151,meta/llama-3.2-90b-vision-instruct-turbo,llama,2.0,0.8026595003973722
151,mistralai/mistral-7b-v0.1,mistral,9.0,0.5657513230766065
151,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
151,microsoft/phi-2,phi,8.0,0.5842493973299887
151,qwen/qwen1.5-32b,qwen,4.0,0.7443285147738198
151,01-ai/yi-large-preview,yi,3.0,0.7932309410233613
152,snowflake/snowflake-arctic-instruct,arctic,9.0,0.676569761285256
152,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
152,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
152,google/gemma-2-9b,gemma,7.0,0.7213434388300994
152,meta/llama-3.1-405b-instruct-turbo,llama,2.0,0.8453174958174847
152,mistralai/mixtral-8x7b-32kseqlen,mistral,8.0,0.7172533474856093
152,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
152,microsoft/phi-3-medium-4k-instruct,phi,5.0,0.774517567943956
152,qwen/qwen2.5-72b-instruct-turbo,qwen,3.0,0.8337220858502318
152,01-ai/yi-large-preview,yi,4.0,0.7932309410233613
153,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
153,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
153,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
153,google/gemma-7b,gemma,9.0,0.6611956672419421
153,meta/llama-3-8b,llama,8.0,0.6676368046780581
153,mistralai/mixtral-8x22b,mistral,3.0,0.7781994679340385
153,allenai/olmo-7b,olmo,10.0,0.2946516964096742
153,microsoft/phi-3-medium-4k-instruct,phi,4.0,0.774517567943956
153,qwen/qwen2.5-72b-instruct-turbo,qwen,2.0,0.8337220858502318
153,01-ai/yi-34b,yi,5.0,0.7623282062667585
154,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
154,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
154,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
154,google/gemma-7b,gemma,9.0,0.6611956672419421
154,meta/llama-3.1-405b-instruct-turbo,llama,1.0,0.8453174958174847
154,mistralai/mixtral-8x22b,mistral,2.0,0.7781994679340385
154,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
154,microsoft/phi-3-small-8k-instruct,phi,4.0,0.7567775597029733
154,qwen/qwen1.5-14b,qwen,7.0,0.6864380513233806
154,01-ai/yi-34b,yi,3.0,0.7623282062667585
155,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
155,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
155,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
155,google/gemma-2-27b,gemma,3.0,0.7570433943977638
155,meta/llama-2-13b,llama,9.0,0.5541548609350062
155,mistralai/mistral-7b-instruct-v0.3,mistral,7.0,0.5991250371958482
155,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
155,microsoft/phi-2,phi,8.0,0.5842493973299887
155,qwen/qwen1.5-32b,qwen,4.0,0.7443285147738198
155,01-ai/yi-34b,yi,2.0,0.7623282062667585
156,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
156,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
156,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
156,google/gemma-7b,gemma,7.0,0.6611956672419421
156,meta/llama-3.1-70b-instruct-turbo,llama,1.0,0.8010355128348475
156,mistralai/mistral-7b-instruct-v0.3,mistral,9.0,0.5991250371958482
156,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
156,microsoft/phi-3-small-8k-instruct,phi,3.0,0.7567775597029733
156,qwen/qwen1.5-72b,qwen,2.0,0.7739168514623904
156,01-ai/yi-6b,yi,8.0,0.6400594608704304
157,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
157,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
157,deepseek-ai/deepseek-llm-67b-chat,deepseek,7.0,0.725042055452075
157,google/gemma-2-27b,gemma,4.0,0.7570433943977638
157,meta/llama-3.3-70b-instruct-turbo,llama,1.0,0.790602761302675
157,mistralai/mixtral-8x22b,mistral,2.0,0.7781994679340385
157,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
157,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
157,qwen/qwen2.5-7b-instruct-turbo,qwen,6.0,0.7287077954964658
157,01-ai/yi-6b,yi,9.0,0.6400594608704304
158,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
158,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
158,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
158,google/gemma-7b,gemma,8.0,0.6611956672419421
158,meta/llama-3.3-70b-instruct-turbo,llama,2.0,0.790602761302675
158,mistralai/mistral-7b-instruct-v0.3,mistral,9.0,0.5991250371958482
158,allenai/olmo-7b,olmo,10.0,0.2946516964096742
158,microsoft/phi-3-small-8k-instruct,phi,4.0,0.7567775597029733
158,qwen/qwen1.5-110b-chat,qwen,3.0,0.767842526875325
158,01-ai/yi-large-preview,yi,1.0,0.7932309410233613
159,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
159,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
159,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
159,google/gemma-2-9b,gemma,6.0,0.7213434388300994
159,meta/llama-3.2-11b-vision-instruct-turbo,llama,9.0,0.5650818312394074
159,mistralai/open-mistral-nemo-2407,mistral,8.0,0.6532946316803779
159,allenai/olmo-7b,olmo,10.0,0.2946516964096742
159,microsoft/phi-3-small-8k-instruct,phi,2.0,0.7567775597029733
159,qwen/qwen2.5-7b-instruct-turbo,qwen,4.0,0.7287077954964658
159,01-ai/yi-large-preview,yi,1.0,0.7932309410233613
160,snowflake/snowflake-arctic-instruct,arctic,5.0,0.676569761285256
160,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
160,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
160,google/gemma-2-27b,gemma,3.0,0.7570433943977638
160,meta/llama-3-8b,llama,6.0,0.6676368046780581
160,mistralai/open-mistral-nemo-2407,mistral,7.0,0.6532946316803779
160,allenai/olmo-7b,olmo,10.0,0.2946516964096742
160,microsoft/phi-2,phi,9.0,0.5842493973299887
160,qwen/qwen2.5-72b-instruct-turbo,qwen,2.0,0.8337220858502318
160,01-ai/yi-6b,yi,8.0,0.6400594608704304
161,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
161,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
161,deepseek-ai/deepseek-llm-67b-chat,deepseek,7.0,0.725042055452075
161,google/gemma-2-27b,gemma,3.0,0.7570433943977638
161,meta/llama-3.2-90b-vision-instruct-turbo,llama,1.0,0.8026595003973722
