control,flaw_class,severity,seed,method,positive_count,AUPRC,AUROC,precision_at_k,interpretation
TRUE_FLAW,AMBIGUITY,0.7,8104,V7_FROZEN,36,0.10878224885741741,0.33163126361655776,0.05555555555555555,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8104,V8_FULL,36,0.13177513671461027,0.43967864923747274,0.05555555555555555,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8105,CONDITIONAL_RESIDUALIZATION,36,0.16277450592939377,0.5259395424836601,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8105,CROSS_FITTED_DIFFICULTY,36,0.1629723053631864,0.5260076252723311,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8105,DIFFICULTY_MATCHING,36,0.20215985195282882,0.5748229847494554,0.2777777777777778,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8105,DIFFICULTY_STRATIFIED_NULL,36,0.2816797031814552,0.6068899782135077,0.3611111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8105,FAMILY_BALANCED_DIFFICULTY,36,0.16277450592939377,0.5259395424836601,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8105,SUBJECT_CONDITIONED_DIFFICULTY,36,0.15072922926529786,0.4693627450980392,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8105,V7_FROZEN,36,0.11090999381825432,0.34872004357298475,0.0,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8105,V8_FULL,36,0.16277450592939377,0.5259395424836601,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8101,CONDITIONAL_RESIDUALIZATION,36,0.19185168835748012,0.5720315904139434,0.25,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8101,CROSS_FITTED_DIFFICULTY,36,0.19185168835748012,0.5719635076252724,0.25,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8101,DIFFICULTY_MATCHING,36,0.18050269283814693,0.5601171023965141,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8101,DIFFICULTY_STRATIFIED_NULL,36,0.18573537082793204,0.5872821350762527,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8101,FAMILY_BALANCED_DIFFICULTY,36,0.19185168835748012,0.5720315904139434,0.25,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8101,SUBJECT_CONDITIONED_DIFFICULTY,36,0.1464233807203452,0.5110294117647058,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8101,V7_FROZEN,36,0.1844991677405016,0.5162717864923747,0.2222222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8101,V8_FULL,36,0.19185168835748012,0.5720315904139434,0.25,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8102,CONDITIONAL_RESIDUALIZATION,36,0.14625875082710116,0.5132080610021786,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8102,CROSS_FITTED_DIFFICULTY,36,0.1463038333628204,0.5132761437908496,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8102,DIFFICULTY_MATCHING,36,0.13869502081030222,0.48005174291938996,0.05555555555555555,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8102,DIFFICULTY_STRATIFIED_NULL,36,0.1447401602766852,0.4925789760348584,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8102,FAMILY_BALANCED_DIFFICULTY,36,0.14625875082710116,0.5132080610021786,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8102,SUBJECT_CONDITIONED_DIFFICULTY,36,0.15402490393378532,0.4876770152505447,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8102,V7_FROZEN,36,0.12856988880904233,0.440291394335512,0.027777777777777776,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8102,V8_FULL,36,0.14625875082710116,0.5132080610021786,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8103,CONDITIONAL_RESIDUALIZATION,36,0.1353558254779515,0.4409041394335512,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8103,CROSS_FITTED_DIFFICULTY,36,0.1351924961958736,0.44104030501089325,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8103,DIFFICULTY_MATCHING,36,0.13009227681874858,0.40808823529411764,0.05555555555555555,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8103,DIFFICULTY_STRATIFIED_NULL,36,0.12285734738212543,0.4159177559912854,0.027777777777777776,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8103,FAMILY_BALANCED_DIFFICULTY,36,0.1353558254779515,0.4409041394335512,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8103,SUBJECT_CONDITIONED_DIFFICULTY,36,0.16317744174251478,0.5498366013071896,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8103,V7_FROZEN,36,0.14168197798103996,0.4760348583877996,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8103,V8_FULL,36,0.1353558254779515,0.4409041394335512,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8104,CONDITIONAL_RESIDUALIZATION,36,0.16342733812375837,0.5302968409586056,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8104,CROSS_FITTED_DIFFICULTY,36,0.16155496379375692,0.5295479302832244,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8104,DIFFICULTY_MATCHING,36,0.13621800504100162,0.4292619825708061,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8104,DIFFICULTY_STRATIFIED_NULL,36,0.1296787636059462,0.4306917211328976,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8104,FAMILY_BALANCED_DIFFICULTY,36,0.16342733812375837,0.5302968409586056,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8104,SUBJECT_CONDITIONED_DIFFICULTY,36,0.30613004399894933,0.6827342047930284,0.3333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8104,V7_FROZEN,36,0.17242894668651948,0.5625,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8104,V8_FULL,36,0.16342733812375837,0.5302968409586056,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8105,CONDITIONAL_RESIDUALIZATION,36,0.15206194997053593,0.45949074074074076,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8105,CROSS_FITTED_DIFFICULTY,36,0.15209756250614848,0.45949074074074076,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8105,DIFFICULTY_MATCHING,36,0.14652587440172904,0.48686002178649235,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8105,DIFFICULTY_STRATIFIED_NULL,36,0.16214129865601873,0.5106209150326797,0.2222222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8105,FAMILY_BALANCED_DIFFICULTY,36,0.15206194997053593,0.45949074074074076,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8105,SUBJECT_CONDITIONED_DIFFICULTY,36,0.15352663885211218,0.3839869281045752,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8105,V7_FROZEN,36,0.15619807639583289,0.4690223311546841,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.4,8105,V8_FULL,36,0.15206194997053593,0.45949074074074076,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8101,CONDITIONAL_RESIDUALIZATION,36,0.14440057520367375,0.4931917211328976,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8101,CROSS_FITTED_DIFFICULTY,36,0.14446063526373382,0.49325980392156865,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8101,DIFFICULTY_MATCHING,36,0.19010676767836446,0.593681917211329,0.2222222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8101,DIFFICULTY_STRATIFIED_NULL,36,0.1843426792568058,0.5729847494553377,0.18055555555555555,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8101,FAMILY_BALANCED_DIFFICULTY,36,0.14440057520367375,0.4931917211328976,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8101,SUBJECT_CONDITIONED_DIFFICULTY,36,0.1453209259162055,0.48318355119825707,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8101,V7_FROZEN,36,0.24589461774898194,0.5730528322440087,0.2777777777777778,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8101,V8_FULL,36,0.14440057520367375,0.4931917211328976,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8102,CONDITIONAL_RESIDUALIZATION,36,0.2238660379509343,0.5863289760348583,0.3055555555555556,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8102,CROSS_FITTED_DIFFICULTY,36,0.2238660379509343,0.5863289760348583,0.3055555555555556,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8102,DIFFICULTY_MATCHING,36,0.16897948637387347,0.5252587145969498,0.2222222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8102,DIFFICULTY_STRATIFIED_NULL,36,0.18320153614804394,0.5373774509803921,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8102,FAMILY_BALANCED_DIFFICULTY,36,0.2238660379509343,0.5863289760348583,0.3055555555555556,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8102,SUBJECT_CONDITIONED_DIFFICULTY,36,0.1814837748707528,0.5669253812636166,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8102,V7_FROZEN,36,0.1434915107447468,0.4911492374727669,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8102,V8_FULL,36,0.2238660379509343,0.5863289760348583,0.3055555555555556,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8103,CONDITIONAL_RESIDUALIZATION,36,0.144774530517081,0.47739651416122003,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8103,CROSS_FITTED_DIFFICULTY,36,0.1446183809769352,0.47739651416122003,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8103,DIFFICULTY_MATCHING,36,0.22619926223496487,0.5947031590413944,0.2222222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8103,DIFFICULTY_STRATIFIED_NULL,36,0.20886951476035281,0.5912990196078431,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8103,FAMILY_BALANCED_DIFFICULTY,36,0.144774530517081,0.47739651416122003,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8103,SUBJECT_CONDITIONED_DIFFICULTY,36,0.18077023850490787,0.5876906318082789,0.2222222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8103,V7_FROZEN,36,0.18652197465136977,0.5377178649237473,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8103,V8_FULL,36,0.144774530517081,0.47739651416122003,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8104,CONDITIONAL_RESIDUALIZATION,36,0.18169837712991405,0.5505855119825708,0.2222222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8104,CROSS_FITTED_DIFFICULTY,36,0.18182437130268359,0.5506535947712419,0.2222222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8104,DIFFICULTY_MATCHING,36,0.16940134239560434,0.5508578431372549,0.20833333333333334,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8104,DIFFICULTY_STRATIFIED_NULL,36,0.19354734855121405,0.5575980392156863,0.2777777777777778,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8104,FAMILY_BALANCED_DIFFICULTY,36,0.18169837712991405,0.5505855119825708,0.2222222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8104,SUBJECT_CONDITIONED_DIFFICULTY,36,0.1623281011323227,0.5243736383442266,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8104,V7_FROZEN,36,0.14643198708472355,0.48175381263616557,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8104,V8_FULL,36,0.18169837712991405,0.5505855119825708,0.2222222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8105,CONDITIONAL_RESIDUALIZATION,36,0.16732796479907563,0.5038126361655774,0.2222222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8105,CROSS_FITTED_DIFFICULTY,36,0.1674186759746925,0.5038807189542484,0.2222222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8105,DIFFICULTY_MATCHING,36,0.19952882772638963,0.5492238562091504,0.25,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8105,DIFFICULTY_STRATIFIED_NULL,36,0.18262716461973078,0.5545343137254902,0.2222222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8105,FAMILY_BALANCED_DIFFICULTY,36,0.16732796479907563,0.5038126361655774,0.2222222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8105,SUBJECT_CONDITIONED_DIFFICULTY,36,0.165763303622877,0.47086056644880175,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8105,V7_FROZEN,36,0.18195965477180628,0.5221269063180828,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,CORRELATED_MODEL_FAILURE,0.7,8105,V8_FULL,36,0.16732796479907563,0.5038126361655774,0.2222222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8101,CONDITIONAL_RESIDUALIZATION,36,0.1470478442819326,0.5059232026143791,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8101,CROSS_FITTED_DIFFICULTY,36,0.14643742077431282,0.5059232026143791,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8101,DIFFICULTY_MATCHING,36,0.14652358287348652,0.4988425925925926,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8101,DIFFICULTY_STRATIFIED_NULL,36,0.1675557353351437,0.5372412854030502,0.13333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8101,FAMILY_BALANCED_DIFFICULTY,36,0.1470478442819326,0.5059232026143791,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8101,SUBJECT_CONDITIONED_DIFFICULTY,36,0.13819017798322838,0.43538943355119825,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8101,V7_FROZEN,36,0.11225405103005809,0.3510348583877996,0.0,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8101,V8_FULL,36,0.1470478442819326,0.5059232026143791,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8102,CONDITIONAL_RESIDUALIZATION,36,0.14863819759184363,0.48556644880174293,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8102,CROSS_FITTED_DIFFICULTY,36,0.14863819759184363,0.48556644880174293,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8102,DIFFICULTY_MATCHING,36,0.14405267677706968,0.45411220043572986,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8102,DIFFICULTY_STRATIFIED_NULL,36,0.15785119320569863,0.46929466230936817,0.10185185185185185,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8102,FAMILY_BALANCED_DIFFICULTY,36,0.14863819759184363,0.48556644880174293,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8102,SUBJECT_CONDITIONED_DIFFICULTY,36,0.1397074347893925,0.4193218954248366,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8102,V7_FROZEN,36,0.10370621238989475,0.29302832244008714,0.0,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8102,V8_FULL,36,0.14863819759184363,0.48556644880174293,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8103,CONDITIONAL_RESIDUALIZATION,36,0.1414840602488575,0.4471677559912854,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8103,CROSS_FITTED_DIFFICULTY,36,0.14161415285660653,0.44723583877995643,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8103,DIFFICULTY_MATCHING,36,0.17336984207788708,0.5481345315904139,0.2222222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8103,DIFFICULTY_STRATIFIED_NULL,36,0.22927539688142576,0.5849673202614379,0.25,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8103,FAMILY_BALANCED_DIFFICULTY,36,0.1414840602488575,0.4471677559912854,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8103,SUBJECT_CONDITIONED_DIFFICULTY,36,0.1301182437244487,0.3545070806100218,0.027777777777777776,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8103,V7_FROZEN,36,0.10020016254134878,0.2673611111111111,0.0,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8103,V8_FULL,36,0.1414840602488575,0.4471677559912854,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8104,CONDITIONAL_RESIDUALIZATION,36,0.14410205836034112,0.48999183006535946,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,DISTRACTOR_FAILURE,0.4,8104,CROSS_FITTED_DIFFICULTY,36,0.14410205836034112,0.48999183006535946,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
